 frequency  @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cdd] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgb] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgd] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgdo] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgg] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgs] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgso] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[css] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[gds] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[gm] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[gmbs] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[id] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[l] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vds] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vdsat] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vgs] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vth] frequency 
 1.000e+00  1.107e-21 -3.697e-15 -4.768e-22  1.451e-15  3.772e-15 -7.593e-17  1.594e-15  6.452e-17  3.420e-15  8.003e-13  2.765e-13  4.119e-14  1.000e-06  1.500e+00  4.154e-02  2.000e-01  1.076e+00  1.000e+00 
 1.000e+00  3.217e-22 -3.379e-15 -8.731e-23  1.451e-15  3.406e-15 -2.671e-17  1.594e-15  2.081e-17  2.793e-16  6.485e-14  1.955e-14  3.243e-15  1.000e-06  1.500e+00  4.271e-02  2.000e-01  1.179e+00  1.000e+00 
 1.000e+00  3.559e-15 -3.879e-15 -3.100e-15  1.598e-15  6.543e-15  4.366e-16  1.598e-15  4.943e-16  2.973e-09  0.000e+00  0.000e+00  0.000e+00  1.000e-06  0.000e+00  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  1.473e-15 -3.818e-15 -1.362e-15  1.598e-15  4.680e-15  5.000e-16  1.598e-15 -5.985e-17  1.131e-10  0.000e+00  0.000e+00  0.000e+00  1.000e-06  0.000e+00  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  5.108e-16 -3.560e-15 -4.912e-16  1.598e-15  3.835e-15  2.162e-16  1.598e-15 -5.250e-17  6.758e-12  0.000e+00  0.000e+00  0.000e+00  1.000e-06  0.000e+00  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  1.774e-16 -3.295e-15 -1.755e-16  1.598e-15  3.391e-15  7.931e-17  1.598e-15 -2.160e-17  5.504e-13  0.000e+00  0.000e+00  0.000e+00  1.000e-06  0.000e+00  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  1.106e-16 -4.112e-15 -8.525e-17  1.594e-15  5.981e-15 -1.783e-15  1.598e-15  1.812e-15  1.544e-10  1.578e-09  7.934e-10  8.996e-11  1.000e-06  1.000e-01  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  2.315e-17 -3.885e-15 -1.885e-17  1.594e-15  4.487e-15 -5.832e-16  1.598e-15  5.396e-16  6.278e-12  6.609e-11  2.642e-11  3.540e-12  1.000e-06  1.000e-01  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  6.378e-18 -3.579e-15 -5.394e-18  1.594e-15  3.772e-15 -1.878e-16  1.598e-15  1.618e-16  3.921e-13  4.198e-12  1.419e-12  2.161e-13  1.000e-06  1.000e-01  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  2.060e-18 -3.301e-15 -1.792e-18  1.594e-15  3.369e-15 -6.651e-17  1.598e-15  5.353e-17  3.304e-14  3.574e-13  1.059e-13  1.789e-14  1.000e-06  1.000e-01  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  1.794e-17 -4.128e-15 -1.346e-17  1.587e-15  5.946e-15 -1.804e-15  1.598e-15  1.821e-15  4.595e-11  1.719e-09  8.636e-10  9.800e-11  1.000e-06  2.000e-01  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  4.092e-18 -3.888e-15 -3.254e-18  1.587e-15  4.479e-15 -5.881e-16  1.598e-15  5.417e-16  1.846e-12  7.215e-11  2.883e-11  3.864e-12  1.000e-06  2.000e-01  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  1.155e-18 -3.579e-15 -9.539e-19  1.587e-15  3.770e-15 -1.893e-16  1.598e-15  1.625e-16  1.146e-13  4.590e-12  1.551e-12  2.363e-13  1.000e-06  2.000e-01  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  3.756e-19 -3.301e-15 -3.191e-19  1.587e-15  3.368e-15 -6.700e-17  1.598e-15  5.373e-17  9.617e-15  3.914e-13  1.159e-13  1.959e-14  1.000e-06  2.000e-01  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  5.747e-18 -4.131e-15 -4.264e-18  1.574e-15  5.939e-15 -1.803e-15  1.598e-15  1.821e-15  2.852e-11  1.781e-09  8.947e-10  1.015e-10  1.000e-06  3.000e-01  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  1.370e-18 -3.889e-15 -1.077e-18  1.574e-15  4.478e-15 -5.878e-16  1.598e-15  5.416e-16  1.145e-12  7.481e-11  2.988e-11  4.007e-12  1.000e-06  3.000e-01  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  3.910e-19 -3.580e-15 -3.193e-19  1.574e-15  3.769e-15 -1.892e-16  1.598e-15  1.624e-16  7.110e-14  4.762e-12  1.609e-12  2.451e-13  1.000e-06  3.000e-01  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  1.276e-19 -3.301e-15 -1.071e-19  1.574e-15  3.368e-15 -6.698e-17  1.598e-15  5.373e-17  5.980e-15  4.062e-13  1.203e-13  2.033e-14  1.000e-06  3.000e-01  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  2.513e-18 -4.132e-15 -1.851e-18  1.554e-15  5.936e-15 -1.802e-15  1.598e-15  1.820e-15  2.189e-11  1.825e-09  9.164e-10  1.040e-10  1.000e-06  4.000e-01  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  6.140e-19 -3.889e-15 -4.789e-19  1.554e-15  4.477e-15 -5.875e-16  1.598e-15  5.415e-16  8.805e-13  7.667e-11  3.062e-11  4.106e-12  1.000e-06  4.000e-01  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  1.763e-19 -3.580e-15 -1.427e-19  1.554e-15  3.769e-15 -1.891e-16  1.598e-15  1.624e-16  5.484e-14  4.883e-12  1.650e-12  2.513e-13  1.000e-06  4.000e-01  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  5.760e-20 -3.301e-15 -4.786e-20  1.554e-15  3.368e-15 -6.695e-17  1.598e-15  5.372e-17  4.626e-15  4.167e-13  1.233e-13  2.085e-14  1.000e-06  4.000e-01  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  1.312e-18 -4.133e-15 -9.601e-19  1.534e-15  5.935e-15 -1.801e-15  1.598e-15  1.820e-15  1.829e-11  1.860e-09  9.339e-10  1.060e-10  1.000e-06  5.000e-01  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  3.253e-19 -3.889e-15 -2.517e-19  1.534e-15  4.477e-15 -5.873e-16  1.598e-15  5.414e-16  7.377e-13  7.817e-11  3.122e-11  4.187e-12  1.000e-06  5.000e-01  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  9.373e-20 -3.580e-15 -7.512e-20  1.534e-15  3.769e-15 -1.891e-16  1.598e-15  1.624e-16  4.608e-14  4.980e-12  1.682e-12  2.564e-13  1.000e-06  5.000e-01  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  3.062e-20 -3.301e-15 -2.515e-20  1.534e-15  3.368e-15 -6.693e-17  1.598e-15  5.371e-17  3.899e-15  4.251e-13  1.258e-13  2.128e-14  1.000e-06  5.000e-01  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  7.668e-19 -4.133e-15 -5.576e-19  1.517e-15  5.934e-15 -1.801e-15  1.598e-15  1.820e-15  1.597e-11  1.890e-09  9.488e-10  1.077e-10  1.000e-06  6.000e-01  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  1.919e-19 -3.889e-15 -1.472e-19  1.517e-15  4.477e-15 -5.871e-16  1.598e-15  5.414e-16  6.461e-13  7.946e-11  3.173e-11  4.256e-12  1.000e-06  6.000e-01  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  5.538e-20 -3.580e-15 -4.386e-20  1.517e-15  3.769e-15 -1.890e-16  1.598e-15  1.624e-16  4.048e-14  5.064e-12  1.710e-12  2.607e-13  1.000e-06  6.000e-01  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  1.808e-20 -3.301e-15 -1.463e-20  1.517e-15  3.368e-15 -6.692e-17  1.598e-15  5.371e-17  3.434e-15  4.324e-13  1.280e-13  2.164e-14  1.000e-06  6.000e-01  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  4.850e-19 -4.133e-15 -3.500e-19  1.503e-15  5.934e-15 -1.800e-15  1.598e-15  1.820e-15  1.434e-11  1.916e-09  9.620e-10  1.092e-10  1.000e-06  7.000e-01  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  1.221e-19 -3.889e-15 -9.250e-20  1.503e-15  4.476e-15 -5.871e-16  1.598e-15  5.413e-16  5.815e-13  8.060e-11  3.218e-11  4.317e-12  1.000e-06  7.000e-01  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  3.521e-20 -3.580e-15 -2.746e-20  1.503e-15  3.769e-15 -1.890e-16  1.598e-15  1.624e-16  3.653e-14  5.138e-12  1.735e-12  2.645e-13  1.000e-06  7.000e-01  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  1.147e-20 -3.301e-15 -9.102e-21  1.503e-15  3.368e-15 -6.691e-17  1.598e-15  5.371e-17  3.107e-15  4.390e-13  1.299e-13  2.197e-14  1.000e-06  7.000e-01  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  3.248e-19 -4.133e-15 -2.322e-19  1.492e-15  5.934e-15 -1.800e-15  1.598e-15  1.820e-15  1.311e-11  1.940e-09  9.740e-10  1.106e-10  1.000e-06  8.000e-01  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  8.195e-20 -3.889e-15 -6.118e-20  1.492e-15  4.476e-15 -5.870e-16  1.598e-15  5.413e-16  5.332e-13  8.164e-11  3.259e-11  4.373e-12  1.000e-06  8.000e-01  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  2.360e-20 -3.580e-15 -1.804e-20  1.492e-15  3.769e-15 -1.890e-16  1.598e-15  1.624e-16  3.358e-14  5.206e-12  1.758e-12  2.680e-13  1.000e-06  8.000e-01  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  7.669e-21 -3.301e-15 -5.926e-21  1.492e-15  3.368e-15 -6.690e-17  1.598e-15  5.371e-17  2.863e-15  4.449e-13  1.316e-13  2.227e-14  1.000e-06  8.000e-01  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  2.272e-19 -4.133e-15 -1.605e-19  1.483e-15  5.934e-15 -1.800e-15  1.598e-15  1.820e-15  1.216e-11  1.962e-09  9.850e-10  1.119e-10  1.000e-06  9.000e-01  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  5.730e-20 -3.889e-15 -4.197e-20  1.483e-15  4.476e-15 -5.869e-16  1.598e-15  5.413e-16  4.955e-13  8.260e-11  3.297e-11  4.424e-12  1.000e-06  9.000e-01  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  1.645e-20 -3.580e-15 -1.224e-20  1.483e-15  3.769e-15 -1.890e-16  1.598e-15  1.624e-16  3.128e-14  5.269e-12  1.779e-12  2.712e-13  1.000e-06  9.000e-01  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  5.326e-21 -3.301e-15 -3.972e-21  1.483e-15  3.368e-15 -6.690e-17  1.598e-15  5.371e-17  2.673e-15  4.504e-13  1.332e-13  2.254e-14  1.000e-06  9.000e-01  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  1.643e-19 -4.134e-15 -1.144e-19  1.476e-15  5.934e-15 -1.800e-15  1.598e-15  1.820e-15  1.139e-11  1.983e-09  9.953e-10  1.130e-10  1.000e-06  1.000e+00  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  4.134e-20 -3.889e-15 -2.954e-20  1.476e-15  4.476e-15 -5.869e-16  1.598e-15  5.413e-16  4.653e-13  8.350e-11  3.333e-11  4.472e-12  1.000e-06  1.000e+00  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  1.181e-20 -3.580e-15 -8.489e-21  1.476e-15  3.769e-15 -1.890e-16  1.598e-15  1.624e-16  2.944e-14  5.328e-12  1.799e-12  2.743e-13  1.000e-06  1.000e+00  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  3.804e-21 -3.301e-15 -2.705e-21  1.476e-15  3.368e-15 -6.689e-17  1.598e-15  5.370e-17  2.521e-15  4.556e-13  1.347e-13  2.280e-14  1.000e-06  1.000e+00  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  1.220e-19 -4.134e-15 -8.340e-20  1.470e-15  5.934e-15 -1.800e-15  1.598e-15  1.820e-15  1.076e-11  2.002e-09  1.005e-09  1.142e-10  1.000e-06  1.100e+00  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  3.054e-20 -3.889e-15 -2.114e-20  1.470e-15  4.476e-15 -5.869e-16  1.598e-15  5.413e-16  4.405e-13  8.434e-11  3.366e-11  4.517e-12  1.000e-06  1.100e+00  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  8.673e-21 -3.580e-15 -5.949e-21  1.470e-15  3.769e-15 -1.889e-16  1.598e-15  1.624e-16  2.792e-14  5.384e-12  1.817e-12  2.771e-13  1.000e-06  1.100e+00  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  2.774e-21 -3.301e-15 -1.847e-21  1.470e-15  3.368e-15 -6.689e-17  1.598e-15  5.370e-17  2.396e-15  4.605e-13  1.362e-13  2.305e-14  1.000e-06  1.100e+00  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  9.248e-20 -4.134e-15 -6.181e-20  1.465e-15  5.933e-15 -1.800e-15  1.598e-15  1.820e-15  1.023e-11  2.021e-09  1.014e-09  1.152e-10  1.000e-06  1.200e+00  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  2.298e-20 -3.889e-15 -1.526e-20  1.465e-15  4.476e-15 -5.869e-16  1.598e-15  5.413e-16  4.198e-13  8.515e-11  3.398e-11  4.560e-12  1.000e-06  1.200e+00  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  6.471e-21 -3.580e-15 -4.170e-21  1.465e-15  3.769e-15 -1.889e-16  1.598e-15  1.624e-16  2.666e-14  5.437e-12  1.835e-12  2.799e-13  1.000e-06  1.200e+00  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  2.051e-21 -3.301e-15 -1.246e-21  1.465e-15  3.368e-15 -6.689e-17  1.598e-15  5.370e-17  2.292e-15  4.652e-13  1.375e-13  2.328e-14  1.000e-06  1.200e+00  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  7.128e-20 -4.134e-15 -4.630e-20  1.461e-15  5.933e-15 -1.800e-15  1.598e-15  1.820e-15  9.781e-12  2.038e-09  1.023e-09  1.162e-10  1.000e-06  1.300e+00  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  1.753e-20 -3.889e-15 -1.103e-20  1.461e-15  4.476e-15 -5.869e-16  1.598e-15  5.413e-16  4.021e-13  8.591e-11  3.428e-11  4.601e-12  1.000e-06  1.300e+00  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  4.882e-21 -3.580e-15 -2.886e-21  1.461e-15  3.769e-15 -1.889e-16  1.598e-15  1.624e-16  2.559e-14  5.488e-12  1.852e-12  2.825e-13  1.000e-06  1.300e+00  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  1.529e-21 -3.301e-15 -8.129e-22  1.461e-15  3.368e-15 -6.689e-17  1.598e-15  5.370e-17  2.203e-15  4.697e-13  1.389e-13  2.351e-14  1.000e-06  1.300e+00  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  5.566e-20 -4.134e-15 -3.488e-20  1.458e-15  5.933e-15 -1.800e-15  1.598e-15  1.820e-15  9.396e-12  2.055e-09  1.031e-09  1.172e-10  1.000e-06  1.400e+00  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  1.350e-20 -3.889e-15 -7.901e-21  1.458e-15  4.476e-15 -5.869e-16  1.598e-15  5.413e-16  3.870e-13  8.665e-11  3.457e-11  4.641e-12  1.000e-06  1.400e+00  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  3.706e-21 -3.580e-15 -1.938e-21  1.458e-15  3.769e-15 -1.889e-16  1.598e-15  1.624e-16  2.466e-14  5.536e-12  1.868e-12  2.850e-13  1.000e-06  1.400e+00  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  1.143e-21 -3.301e-15 -4.922e-22  1.458e-15  3.368e-15 -6.689e-17  1.598e-15  5.371e-17  2.127e-15  4.740e-13  1.401e-13  2.372e-14  1.000e-06  1.400e+00  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  4.390e-20 -4.134e-15 -2.628e-20  1.454e-15  5.933e-15 -1.800e-15  1.598e-15  1.820e-15  9.061e-12  2.071e-09  1.039e-09  1.181e-10  1.000e-06  1.500e+00  3.768e-02  3.000e-01  8.162e-01  1.000e+00 
 1.000e+00  1.045e-20 -3.889e-15 -5.540e-21  1.454e-15  4.476e-15 -5.868e-16  1.598e-15  5.413e-16  3.739e-13  8.736e-11  3.485e-11  4.679e-12  1.000e-06  1.500e+00  3.997e-02  3.000e-01  9.576e-01  1.000e+00 
 1.000e+00  2.818e-21 -3.580e-15 -1.221e-21  1.454e-15  3.769e-15 -1.889e-16  1.598e-15  1.624e-16  2.387e-14  5.583e-12  1.884e-12  2.874e-13  1.000e-06  1.500e+00  4.154e-02  3.000e-01  1.076e+00  1.000e+00 
 1.000e+00  8.510e-22 -3.301e-15 -2.500e-22  1.454e-15  3.368e-15 -6.689e-17  1.598e-15  5.371e-17  2.061e-15  4.782e-13  1.413e-13  2.393e-14  1.000e-06  1.500e+00  4.271e-02  3.000e-01  1.179e+00  1.000e+00 
 1.000e+00  4.788e-15 -3.165e-15 -4.171e-15  1.600e-15  7.884e-15 -5.488e-16  1.600e-15  1.533e-15  1.717e-08  0.000e+00  0.000e+00  0.000e+00  1.000e-06  0.000e+00  3.770e-02  4.000e-01  8.162e-01  1.000e+00 
 1.000e+00  2.692e-15 -3.438e-15 -2.490e-15  1.600e-15  5.388e-15  5.388e-16  1.600e-15  1.611e-16  7.320e-10  0.000e+00  0.000e+00  0.000e+00  1.000e-06  0.000e+00  3.997e-02  4.000e-01  9.576e-01  1.000e+00 
 1.000e+00  1.154e-15 -3.383e-15 -1.110e-15  1.600e-15  4.071e-15  4.216e-16  1.600e-15 -7.148e-17  4.715e-11  0.000e+00  0.000e+00  0.000e+00  1.000e-06  0.000e+00  4.154e-02  4.000e-01  1.076e+00  1.000e+00 
 1.000e+00  4.425e-16 -3.199e-15 -4.378e-16  1.600e-15  3.445e-15  1.913e-16  1.600e-15 -4.779e-17  4.059e-12  0.000e+00  0.000e+00  0.000e+00  1.000e-06  0.000e+00  4.271e-02  4.000e-01  1.179e+00  1.000e+00 
 1.000e+00  3.172e-16 -3.530e-15 -2.465e-16  1.598e-15  6.955e-15 -3.178e-15  1.600e-15  3.116e-15  8.924e-10  9.121e-09  4.399e-09  5.199e-10  1.000e-06  1.000e-01  3.770e-02  4.000e-01  8.162e-01  1.000e+00 
 1.000e+00  6.272e-17 -3.581e-15 -5.122e-17  1.598e-15  4.961e-15 -1.328e-15  1.600e-15  1.201e-15  4.062e-11  4.276e-10  1.658e-10  2.290e-11  1.000e-06  1.000e-01  3.997e-02  4.000e-01  9.576e-01  1.000e+00 
 1.000e+00  1.689e-17 -3.429e-15 -1.429e-17  1.598e-15  3.915e-15 -4.711e-16  1.600e-15  4.033e-16  2.736e-12  2.929e-11  9.664e-12  1.508e-12  1.000e-06  1.000e-01  4.154e-02  4.000e-01  1.076e+00  1.000e+00 
 1.000e+00  5.456e-18 -3.214e-15 -4.747e-18  1.598e-15  3.388e-15 -1.697e-16  1.600e-15  1.384e-16  2.437e-13  2.636e-12  7.649e-13  1.319e-13  1.000e-06  1.000e-01  4.271e-02  4.000e-01  1.179e+00  1.000e+00 
 1.000e+00  4.608e-17 -3.575e-15 -3.468e-17  1.594e-15  6.850e-15 -3.240e-15  1.600e-15  3.145e-15  2.656e-10  9.936e-09  4.788e-09  5.663e-10  1.000e-06  2.000e-01  3.770e-02  4.000e-01  8.162e-01  1.000e+00 
 1.000e+00  1.058e-17 -3.589e-15 -8.419e-18  1.594e-15  4.939e-15 -1.341e-15  1.600e-15  1.207e-15  1.194e-11  4.668e-10  1.809e-10  2.500e-11  1.000e-06  2.000e-01  3.997e-02  4.000e-01  9.576e-01  1.000e+00 
 1.000e+00  3.008e-18 -3.431e-15 -2.486e-18  1.594e-15  3.908e-15 -4.749e-16  1.600e-15  4.049e-16  7.992e-13  3.203e-11  1.056e-11  1.649e-12  1.000e-06  2.000e-01  4.154e-02  4.000e-01  1.076e+00  1.000e+00 
 1.000e+00  9.889e-19 -3.214e-15 -8.402e-19  1.594e-15  3.386e-15 -1.710e-16  1.600e-15  1.389e-16  7.093e-14  2.886e-12  8.372e-13  1.445e-13  1.000e-06  2.000e-01  4.271e-02  4.000e-01  1.179e+00  1.000e+00 
 1.000e+00  1.381e-17 -3.583e-15 -1.026e-17  1.587e-15  6.832e-15 -3.239e-15  1.600e-15  3.145e-15  1.648e-10  1.030e-08  4.961e-09  5.868e-10  1.000e-06  3.000e-01  3.770e-02  4.000e-01  8.162e-01  1.000e+00 
 1.000e+00  3.457e-18 -3.591e-15 -2.720e-18  1.587e-15  4.934e-15 -1.340e-15  1.600e-15  1.207e-15  7.407e-12  4.840e-10  1.875e-10  2.592e-11  1.000e-06  3.000e-01  3.997e-02  4.000e-01  9.576e-01  1.000e+00 
 1.000e+00  1.011e-18 -3.432e-15 -8.254e-19  1.587e-15  3.907e-15 -4.747e-16  1.600e-15  4.049e-16  4.961e-13  3.323e-11  1.096e-11  1.710e-12  1.000e-06  3.000e-01  4.154e-02  4.000e-01  1.076e+00  1.000e+00 
 1.000e+00  3.349e-19 -3.214e-15 -2.812e-19  1.587e-15  3.385e-15 -1.709e-16  1.600e-15  1.389e-16  4.410e-14  2.996e-12  8.688e-13  1.499e-13  1.000e-06  3.000e-01  4.271e-02  4.000e-01  1.179e+00  1.000e+00 
 1.000e+00  5.812e-18 -3.586e-15 -4.287e-18  1.574e-15  6.826e-15 -3.236e-15  1.600e-15  3.144e-15  1.265e-10  1.055e-08  5.081e-09  6.012e-10  1.000e-06  4.000e-01  3.770e-02  4.000e-01  8.162e-01  1.000e+00 
 1.000e+00  1.529e-18 -3.592e-15 -1.193e-18  1.574e-15  4.932e-15 -1.340e-15  1.600e-15  1.206e-15  5.697e-12  4.961e-10  1.922e-10  2.657e-11  1.000e-06  4.000e-01  3.997e-02  4.000e-01  9.576e-01  1.000e+00 
 1.000e+00  4.537e-19 -3.432e-15 -3.672e-19  1.574e-15  3.907e-15 -4.745e-16  1.600e-15  4.048e-16  3.826e-13  3.407e-11  1.123e-11  1.754e-12  1.000e-06  4.000e-01  4.154e-02  4.000e-01  1.076e+00  1.000e+00 
 1.000e+00  1.510e-19 -3.214e-15 -1.255e-19  1.574e-15  3.385e-15 -1.708e-16  1.600e-15  1.389e-16  3.412e-14  3.073e-12  8.909e-13  1.538e-13  1.000e-06  4.000e-01  4.271e-02  4.000e-01  1.179e+00  1.000e+00 
 1.000e+00  2.960e-18 -3.587e-15 -2.170e-18  1.554e-15  6.824e-15 -3.235e-15  1.600e-15  3.143e-15  1.057e-10  1.075e-08  5.178e-09  6.127e-10  1.000e-06  5.000e-01  3.770e-02  4.000e-01  8.162e-01  1.000e+00 
 1.000e+00  8.029e-19 -3.592e-15 -6.217e-19  1.554e-15  4.932e-15 -1.339e-15  1.600e-15  1.206e-15  4.773e-12  5.058e-10  1.959e-10  2.709e-11  1.000e-06  5.000e-01  3.997e-02  4.000e-01  9.576e-01  1.000e+00 
 1.000e+00  2.404e-19 -3.432e-15 -1.927e-19  1.554e-15  3.906e-15 -4.743e-16  1.600e-15  4.047e-16  3.215e-13  3.475e-11  1.145e-11  1.789e-12  1.000e-06  5.000e-01  4.154e-02  4.000e-01  1.076e+00  1.000e+00 
 1.000e+00  8.018e-20 -3.214e-15 -6.587e-20  1.554e-15  3.385e-15 -1.708e-16  1.600e-15  1.388e-16  2.876e-14  3.135e-12  9.089e-13  1.569e-13  1.000e-06  5.000e-01  4.271e-02  4.000e-01  1.179e+00  1.000e+00 
 1.000e+00  1.703e-18 -3.587e-15 -1.240e-18  1.534e-15  6.823e-15 -3.234e-15  1.600e-15  3.143e-15  9.229e-11  1.092e-08  5.261e-09  6.225e-10  1.000e-06  6.000e-01  3.770e-02  4.000e-01  8.162e-01  1.000e+00 
 1.000e+00  4.711e-19 -3.592e-15 -3.615e-19  1.534e-15  4.931e-15 -1.339e-15  1.600e-15  1.206e-15  4.180e-12  5.141e-10  1.991e-10  2.753e-11  1.000e-06  6.000e-01  3.997e-02  4.000e-01  9.576e-01  1.000e+00 
 1.000e+00  1.418e-19 -3.432e-15 -1.123e-19  1.534e-15  3.906e-15 -4.742e-16  1.600e-15  4.047e-16  2.824e-13  3.533e-11  1.164e-11  1.819e-12  1.000e-06  6.000e-01  4.154e-02  4.000e-01  1.076e+00  1.000e+00 
 1.000e+00  4.731e-20 -3.214e-15 -3.830e-20  1.534e-15  3.385e-15 -1.707e-16  1.600e-15  1.388e-16  2.533e-14  3.189e-12  9.243e-13  1.596e-13  1.000e-06  6.000e-01  4.271e-02  4.000e-01  1.179e+00  1.000e+00 
 1.000e+00  1.064e-18 -3.588e-15 -7.701e-19  1.517e-15  6.822e-15 -3.233e-15  1.600e-15  3.143e-15  8.283e-11  1.108e-08  5.334e-09  6.313e-10  1.000e-06  7.000e-01  3.770e-02  4.000e-01  8.162e-01  1.000e+00 
 1.000e+00  2.984e-19 -3.592e-15 -2.264e-19  1.517e-15  4.931e-15 -1.339e-15  1.600e-15  1.206e-15  3.762e-12  5.215e-10  2.019e-10  2.793e-11  1.000e-06  7.000e-01  3.997e-02  4.000e-01  9.576e-01  1.000e+00 
 1.000e+00  9.001e-20 -3.432e-15 -7.020e-20  1.517e-15  3.906e-15 -4.741e-16  1.600e-15  4.047e-16  2.549e-13  3.585e-11  1.181e-11  1.845e-12  1.000e-06  7.000e-01  4.154e-02  4.000e-01  1.076e+00  1.000e+00 
