 frequency  @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cdd] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgb] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgd] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgdo] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgg] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgs] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[cgso] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[css] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[gds] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[gm] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[gmbs] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[id] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[l] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vds] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vdsat] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vgs] @m.xm1.msky130_fd_pr__nfet_g5v0d10v5[vth] frequency 
 1.000e+00  2.525e-20 -1.944e-15  1.327e-20  1.534e-15  2.060e-15 -1.166e-16  1.598e-15  9.965e-17  6.358e-13  1.862e-11  5.223e-12  9.498e-13  6.000e-07  5.000e-01  4.356e-02  3.000e-01  1.054e+00  1.000e+00 
 1.000e+00  7.197e-21 -1.788e-15  1.162e-20  1.534e-15  1.838e-15 -4.991e-17  1.598e-15  4.006e-17  8.365e-14  2.404e-12  5.851e-13  1.193e-13  6.000e-07  5.000e-01  4.454e-02  3.000e-01  1.137e+00  1.000e+00 
 1.000e+00  1.573e-19 -2.344e-15  6.594e-21  1.517e-15  3.099e-15 -7.549e-16  1.598e-15  7.694e-16  9.407e-11  3.032e-09  1.309e-09  1.709e-10  6.000e-07  6.000e-01  4.029e-02  3.000e-01  8.439e-01  1.000e+00 
 1.000e+00  2.381e-20 -2.131e-15  4.730e-20  1.517e-15  2.425e-15 -2.941e-16  1.598e-15  2.706e-16  6.202e-12  2.010e-10  6.752e-11  1.066e-11  6.000e-07  6.000e-01  4.225e-02  3.000e-01  9.586e-01  1.000e+00 
 1.000e+00  8.760e-22 -1.944e-15  3.261e-20  1.517e-15  2.060e-15 -1.166e-16  1.598e-15  9.970e-17  6.197e-13  1.984e-11  5.560e-12  1.013e-12  6.000e-07  6.000e-01  4.356e-02  3.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -2.487e-21 -1.788e-15  1.949e-20  1.517e-15  1.838e-15 -4.993e-17  1.598e-15  4.008e-17  8.184e-14  2.571e-12  6.246e-13  1.276e-13  6.000e-07  6.000e-01  4.454e-02  3.000e-01  1.137e+00  1.000e+00 
 1.000e+00  3.991e-20 -2.344e-15  9.229e-20  1.503e-15  3.099e-15 -7.550e-16  1.598e-15  7.696e-16  9.187e-11  3.197e-09  1.378e-09  1.802e-10  6.000e-07  7.000e-01  4.029e-02  3.000e-01  8.439e-01  1.000e+00 
 1.000e+00 -1.228e-20 -2.131e-15  7.499e-20  1.503e-15  2.425e-15 -2.942e-16  1.598e-15  2.707e-16  6.080e-12  2.126e-10  7.132e-11  1.127e-11  6.000e-07  7.000e-01  4.225e-02  3.000e-01  9.586e-01  1.000e+00 
 1.000e+00 -1.195e-20 -1.944e-15  4.277e-20  1.503e-15  2.060e-15 -1.167e-16  1.598e-15  9.975e-17  6.096e-13  2.105e-11  5.890e-12  1.074e-12  6.000e-07  7.000e-01  4.356e-02  3.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -7.592e-21 -1.788e-15  2.363e-20  1.503e-15  1.838e-15 -4.996e-17  1.598e-15  4.011e-17  8.074e-14  2.734e-12  6.635e-13  1.357e-13  6.000e-07  7.000e-01  4.454e-02  3.000e-01  1.137e+00  1.000e+00 
 1.000e+00 -2.702e-20 -2.344e-15  1.411e-19  1.492e-15  3.099e-15 -7.551e-16  1.598e-15  7.698e-16  9.034e-11  3.358e-09  1.447e-09  1.893e-10  6.000e-07  8.000e-01  4.029e-02  3.000e-01  8.438e-01  1.000e+00 
 1.000e+00 -3.302e-20 -2.131e-15  9.088e-20  1.492e-15  2.425e-15 -2.943e-16  1.598e-15  2.708e-16  5.998e-12  2.240e-10  7.505e-11  1.188e-11  6.000e-07  8.000e-01  4.225e-02  3.000e-01  9.585e-01  1.000e+00 
 1.000e+00 -1.935e-20 -1.944e-15  4.862e-20  1.492e-15  2.060e-15 -1.167e-16  1.598e-15  9.980e-17  6.030e-13  2.224e-11  6.215e-12  1.135e-12  6.000e-07  8.000e-01  4.356e-02  3.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -1.054e-20 -1.788e-15  2.602e-20  1.492e-15  1.838e-15 -4.999e-17  1.598e-15  4.014e-17  8.007e-14  2.896e-12  7.018e-13  1.438e-13  6.000e-07  8.000e-01  4.454e-02  3.000e-01  1.137e+00  1.000e+00 
 1.000e+00 -6.795e-20 -2.344e-15  1.709e-19  1.483e-15  3.099e-15 -7.553e-16  1.598e-15  7.700e-16  8.925e-11  3.518e-09  1.514e-09  1.983e-10  6.000e-07  9.000e-01  4.029e-02  3.000e-01  8.438e-01  1.000e+00 
 1.000e+00 -4.578e-20 -2.131e-15  1.007e-19  1.483e-15  2.425e-15 -2.944e-16  1.598e-15  2.709e-16  5.942e-12  2.352e-10  7.874e-11  1.248e-11  6.000e-07  9.000e-01  4.225e-02  3.000e-01  9.585e-01  1.000e+00 
 1.000e+00 -2.391e-20 -1.944e-15  5.224e-20  1.483e-15  2.060e-15 -1.168e-16  1.598e-15  9.986e-17  5.988e-13  2.341e-11  6.536e-12  1.195e-12  6.000e-07  9.000e-01  4.356e-02  3.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -1.236e-20 -1.788e-15  2.750e-20  1.483e-15  1.838e-15 -5.002e-17  1.598e-15  4.016e-17  7.968e-14  3.057e-12  7.399e-13  1.518e-13  6.000e-07  9.000e-01  4.454e-02  3.000e-01  1.137e+00  1.000e+00 
 1.000e+00 -9.437e-20 -2.344e-15  1.901e-19  1.476e-15  3.099e-15 -7.554e-16  1.598e-15  7.702e-16  8.847e-11  3.675e-09  1.580e-09  2.072e-10  6.000e-07  1.000e+00  4.029e-02  3.000e-01  8.437e-01  1.000e+00 
 1.000e+00 -5.406e-20 -2.131e-15  1.070e-19  1.476e-15  2.426e-15 -2.945e-16  1.598e-15  2.711e-16  5.904e-12  2.464e-10  8.240e-11  1.307e-11  6.000e-07  1.000e+00  4.225e-02  3.000e-01  9.584e-01  1.000e+00 
 1.000e+00 -2.687e-20 -1.944e-15  5.459e-20  1.476e-15  2.060e-15 -1.168e-16  1.598e-15  9.992e-17  5.962e-13  2.458e-11  6.856e-12  1.254e-12  6.000e-07  1.000e+00  4.356e-02  3.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -1.354e-20 -1.788e-15  2.847e-20  1.476e-15  1.838e-15 -5.005e-17  1.598e-15  4.019e-17  7.948e-14  3.217e-12  7.778e-13  1.597e-13  6.000e-07  1.000e+00  4.454e-02  3.000e-01  1.136e+00  1.000e+00 
 1.000e+00 -1.122e-19 -2.344e-15  2.031e-19  1.470e-15  3.099e-15 -7.556e-16  1.598e-15  7.704e-16  8.791e-11  3.832e-09  1.646e-09  2.160e-10  6.000e-07  1.100e+00  4.029e-02  3.000e-01  8.437e-01  1.000e+00 
 1.000e+00 -5.968e-20 -2.131e-15  1.113e-19  1.470e-15  2.426e-15 -2.946e-16  1.598e-15  2.712e-16  5.878e-12  2.575e-10  8.603e-11  1.366e-11  6.000e-07  1.100e+00  4.225e-02  3.000e-01  9.584e-01  1.000e+00 
 1.000e+00 -2.889e-20 -1.944e-15  5.620e-20  1.470e-15  2.061e-15 -1.169e-16  1.598e-15  9.998e-17  5.947e-13  2.575e-11  7.174e-12  1.314e-12  6.000e-07  1.100e+00  4.356e-02  3.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -1.435e-20 -1.788e-15  2.913e-20  1.470e-15  1.838e-15 -5.009e-17  1.598e-15  4.022e-17  7.941e-14  3.377e-12  8.156e-13  1.677e-13  6.000e-07  1.100e+00  4.454e-02  3.000e-01  1.136e+00  1.000e+00 
 1.000e+00 -1.247e-19 -2.344e-15  2.122e-19  1.465e-15  3.100e-15 -7.558e-16  1.598e-15  7.706e-16  8.751e-11  3.987e-09  1.712e-09  2.248e-10  6.000e-07  1.200e+00  4.029e-02  3.000e-01  8.436e-01  1.000e+00 
 1.000e+00 -6.362e-20 -2.131e-15  1.144e-19  1.465e-15  2.426e-15 -2.948e-16  1.598e-15  2.713e-16  5.862e-12  2.686e-10  8.965e-11  1.424e-11  6.000e-07  1.200e+00  4.225e-02  3.000e-01  9.583e-01  1.000e+00 
 1.000e+00 -3.031e-20 -1.944e-15  5.734e-20  1.465e-15  2.061e-15 -1.170e-16  1.598e-15  1.000e-16  5.941e-13  2.692e-11  7.491e-12  1.373e-12  6.000e-07  1.200e+00  4.356e-02  3.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -1.492e-20 -1.788e-15  2.961e-20  1.465e-15  1.839e-15 -5.012e-17  1.598e-15  4.025e-17  7.945e-14  3.537e-12  8.533e-13  1.756e-13  6.000e-07  1.200e+00  4.454e-02  3.000e-01  1.136e+00  1.000e+00 
 1.000e+00 -1.336e-19 -2.344e-15  2.187e-19  1.461e-15  3.100e-15 -7.560e-16  1.598e-15  7.708e-16  8.723e-11  4.142e-09  1.777e-09  2.335e-10  6.000e-07  1.300e+00  4.029e-02  3.000e-01  8.436e-01  1.000e+00 
 1.000e+00 -6.648e-20 -2.131e-15  1.166e-19  1.461e-15  2.426e-15 -2.949e-16  1.598e-15  2.714e-16  5.854e-12  2.796e-10  9.326e-11  1.483e-11  6.000e-07  1.300e+00  4.225e-02  3.000e-01  9.582e-01  1.000e+00 
 1.000e+00 -3.134e-20 -1.944e-15  5.817e-20  1.461e-15  2.061e-15 -1.170e-16  1.598e-15  1.001e-16  5.941e-13  2.808e-11  7.808e-12  1.433e-12  6.000e-07  1.300e+00  4.356e-02  3.000e-01  1.053e+00  1.000e+00 
 1.000e+00 -1.534e-20 -1.788e-15  2.995e-20  1.461e-15  1.839e-15 -5.015e-17  1.598e-15  4.028e-17  7.955e-14  3.697e-12  8.911e-13  1.836e-13  6.000e-07  1.300e+00  4.454e-02  3.000e-01  1.136e+00  1.000e+00 
 1.000e+00 -1.403e-19 -2.344e-15  2.236e-19  1.458e-15  3.100e-15 -7.562e-16  1.598e-15  7.710e-16  8.705e-11  4.297e-09  1.842e-09  2.422e-10  6.000e-07  1.400e+00  4.029e-02  3.000e-01  8.436e-01  1.000e+00 
 1.000e+00 -6.860e-20 -2.131e-15  1.182e-19  1.458e-15  2.426e-15 -2.950e-16  1.598e-15  2.715e-16  5.851e-12  2.906e-10  9.687e-11  1.541e-11  6.000e-07  1.400e+00  4.225e-02  3.000e-01  9.582e-01  1.000e+00 
 1.000e+00 -3.211e-20 -1.944e-15  5.879e-20  1.458e-15  2.061e-15 -1.171e-16  1.598e-15  1.002e-16  5.946e-13  2.924e-11  8.125e-12  1.492e-12  6.000e-07  1.400e+00  4.356e-02  3.000e-01  1.053e+00  1.000e+00 
 1.000e+00 -1.565e-20 -1.788e-15  3.021e-20  1.458e-15  1.839e-15 -5.019e-17  1.598e-15  4.031e-17  7.972e-14  3.858e-12  9.289e-13  1.915e-13  6.000e-07  1.400e+00  4.454e-02  3.000e-01  1.136e+00  1.000e+00 
 1.000e+00 -1.453e-19 -2.344e-15  2.272e-19  1.454e-15  3.100e-15 -7.564e-16  1.598e-15  7.712e-16  8.694e-11  4.451e-09  1.907e-09  2.509e-10  6.000e-07  1.500e+00  4.029e-02  3.000e-01  8.435e-01  1.000e+00 
 1.000e+00 -7.021e-20 -2.131e-15  1.195e-19  1.454e-15  2.426e-15 -2.951e-16  1.598e-15  2.717e-16  5.852e-12  3.017e-10  1.005e-10  1.600e-11  6.000e-07  1.500e+00  4.225e-02  3.000e-01  9.581e-01  1.000e+00 
 1.000e+00 -3.270e-20 -1.944e-15  5.927e-20  1.454e-15  2.061e-15 -1.172e-16  1.598e-15  1.002e-16  5.954e-13  3.041e-11  8.442e-12  1.552e-12  6.000e-07  1.500e+00  4.356e-02  3.000e-01  1.053e+00  1.000e+00 
 1.000e+00 -1.589e-20 -1.788e-15  3.042e-20  1.454e-15  1.839e-15 -5.022e-17  1.598e-15  4.033e-17  7.992e-14  4.019e-12  9.668e-13  1.995e-13  6.000e-07  1.500e+00  4.454e-02  3.000e-01  1.136e+00  1.000e+00 
 1.000e+00  2.415e-15 -1.933e-15 -2.084e-15  1.600e-15  4.021e-15 -4.972e-18  1.600e-15  5.426e-16  1.955e-08  0.000e+00  0.000e+00  0.000e+00  6.000e-07  0.000e+00  4.030e-02  4.000e-01  8.442e-01  1.000e+00 
 1.000e+00  1.433e-15 -1.923e-15 -1.298e-15  1.600e-15  2.902e-15  3.200e-16  1.600e-15  4.277e-17  1.299e-09  0.000e+00  0.000e+00  0.000e+00  6.000e-07  0.000e+00  4.225e-02  4.000e-01  9.590e-01  1.000e+00 
 1.000e+00  7.167e-16 -1.839e-15 -6.701e-16  1.600e-15  2.260e-15  2.496e-16  1.600e-15 -4.837e-17  1.278e-10  0.000e+00  0.000e+00  0.000e+00  6.000e-07  0.000e+00  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00  3.336e-16 -1.729e-15 -3.191e-16  1.600e-15  1.913e-15  1.355e-16  1.600e-15 -3.686e-17  1.644e-11  0.000e+00  0.000e+00  0.000e+00  6.000e-07  0.000e+00  4.454e-02  4.000e-01  1.137e+00  1.000e+00 
 1.000e+00  1.227e-16 -2.079e-15 -9.395e-17  1.598e-15  3.580e-15 -1.407e-15  1.600e-15  1.390e-15  1.597e-09  1.155e-08  4.789e-09  6.512e-10  6.000e-07  1.000e-01  4.030e-02  4.000e-01  8.441e-01  1.000e+00 
 1.000e+00  3.215e-17 -1.985e-15 -2.557e-17  1.598e-15  2.680e-15 -6.701e-16  1.600e-15  6.051e-16  1.128e-10  8.393e-10  2.742e-10  4.451e-11  6.000e-07  1.000e-01  4.225e-02  4.000e-01  9.589e-01  1.000e+00 
 1.000e+00  1.080e-17 -1.863e-15 -8.812e-18  1.598e-15  2.163e-15 -2.908e-16  1.600e-15  2.473e-16  1.163e-11  8.756e-11  2.404e-11  4.467e-12  6.000e-07  1.000e-01  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00  4.227e-18 -1.739e-15 -3.514e-18  1.598e-15  1.870e-15 -1.279e-16  1.600e-15  1.037e-16  1.555e-12  1.176e-11  2.814e-12  5.837e-13  6.000e-07  1.000e-01  4.454e-02  4.000e-01  1.137e+00  1.000e+00 
 1.000e+00  1.828e-17 -2.093e-15 -1.338e-17  1.594e-15  3.540e-15 -1.433e-15  1.600e-15  1.402e-15  8.037e-10  1.343e-08  5.557e-09  7.573e-10  6.000e-07  2.000e-01  4.030e-02  4.000e-01  8.441e-01  1.000e+00 
 1.000e+00  5.303e-18 -1.988e-15 -3.985e-18  1.594e-15  2.670e-15 -6.776e-16  1.600e-15  6.085e-16  5.754e-11  9.813e-10  3.199e-10  5.205e-11  6.000e-07  2.000e-01  4.225e-02  4.000e-01  9.588e-01  1.000e+00 
 1.000e+00  1.846e-18 -1.864e-15 -1.401e-18  1.594e-15  2.159e-15 -2.935e-16  1.600e-15  2.485e-16  6.025e-12  1.029e-10  2.819e-11  5.250e-12  6.000e-07  2.000e-01  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00  7.285e-19 -1.739e-15 -5.546e-19  1.594e-15  1.869e-15 -1.291e-16  1.600e-15  1.042e-16  8.191e-13  1.388e-11  3.315e-12  6.891e-13  6.000e-07  2.000e-01  4.454e-02  4.000e-01  1.137e+00  1.000e+00 
 1.000e+00  5.411e-18 -2.096e-15 -3.746e-18  1.587e-15  3.533e-15 -1.433e-15  1.600e-15  1.402e-15  6.621e-10  1.471e-08  6.077e-09  8.293e-10  6.000e-07  3.000e-01  4.030e-02  4.000e-01  8.440e-01  1.000e+00 
 1.000e+00  1.623e-18 -1.989e-15 -1.099e-18  1.587e-15  2.667e-15 -6.777e-16  1.600e-15  6.087e-16  4.793e-11  1.079e-09  3.512e-10  5.723e-11  6.000e-07  3.000e-01  4.225e-02  4.000e-01  9.588e-01  1.000e+00 
 1.000e+00  5.620e-19 -1.864e-15 -3.632e-19  1.587e-15  2.158e-15 -2.936e-16  1.600e-15  2.486e-16  5.073e-12  1.136e-10  3.106e-11  5.796e-12  6.000e-07  3.000e-01  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00  2.180e-19 -1.739e-15 -1.325e-19  1.587e-15  1.868e-15 -1.291e-16  1.600e-15  1.043e-16  6.968e-13  1.538e-11  3.666e-12  7.638e-13  6.000e-07  3.000e-01  4.454e-02  4.000e-01  1.137e+00  1.000e+00 
 1.000e+00  2.138e-18 -2.097e-15 -1.325e-18  1.574e-15  3.531e-15 -1.433e-15  1.600e-15  1.402e-15  6.049e-10  1.583e-08  6.530e-09  8.923e-10  6.000e-07  4.000e-01  4.030e-02  4.000e-01  8.440e-01  1.000e+00 
 1.000e+00  6.235e-19 -1.989e-15 -3.240e-19  1.574e-15  2.667e-15 -6.776e-16  1.600e-15  6.088e-16  4.413e-11  1.165e-09  3.788e-10  6.181e-11  6.000e-07  4.000e-01  4.225e-02  4.000e-01  9.587e-01  1.000e+00 
 1.000e+00  2.046e-19 -1.864e-15 -7.712e-20  1.574e-15  2.158e-15 -2.936e-16  1.600e-15  2.487e-16  4.706e-12  1.231e-10  3.362e-11  6.282e-12  6.000e-07  4.000e-01  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00  7.457e-20 -1.739e-15 -1.506e-20  1.574e-15  1.868e-15 -1.292e-16  1.600e-15  1.043e-16  6.506e-13  1.674e-11  3.981e-12  8.308e-13  6.000e-07  4.000e-01  4.454e-02  4.000e-01  1.137e+00  1.000e+00 
 1.000e+00  9.533e-19 -2.097e-15 -4.540e-19  1.554e-15  3.530e-15 -1.433e-15  1.600e-15  1.402e-15  5.737e-10  1.687e-08  6.952e-09  9.511e-10  6.000e-07  5.000e-01  4.030e-02  4.000e-01  8.440e-01  1.000e+00 
 1.000e+00  2.468e-19 -1.989e-15 -3.334e-20  1.554e-15  2.667e-15 -6.776e-16  1.600e-15  6.090e-16  4.211e-11  1.247e-09  4.046e-10  6.611e-11  6.000e-07  5.000e-01  4.225e-02  4.000e-01  9.587e-01  1.000e+00 
 1.000e+00  6.786e-20 -1.864e-15  3.173e-20  1.554e-15  2.158e-15 -2.937e-16  1.600e-15  2.488e-16  4.513e-12  1.321e-10  3.602e-11  6.742e-12  6.000e-07  5.000e-01  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00  1.940e-20 -1.739e-15  2.988e-20  1.554e-15  1.868e-15 -1.292e-16  1.600e-15  1.044e-16  6.271e-13  1.802e-11  4.279e-12  8.946e-13  6.000e-07  5.000e-01  4.454e-02  4.000e-01  1.137e+00  1.000e+00 
 1.000e+00  4.249e-19 -2.097e-15 -6.705e-20  1.534e-15  3.530e-15 -1.432e-15  1.600e-15  1.403e-15  5.543e-10  1.787e-08  7.355e-09  1.007e-09  6.000e-07  6.000e-01  4.030e-02  4.000e-01  8.439e-01  1.000e+00 
 1.000e+00  7.430e-20 -1.989e-15  9.927e-20  1.534e-15  2.667e-15 -6.777e-16  1.600e-15  6.092e-16  4.087e-11  1.325e-09  4.294e-10  7.026e-11  6.000e-07  6.000e-01  4.225e-02  4.000e-01  9.586e-01  1.000e+00 
 1.000e+00  4.615e-21 -1.864e-15  8.192e-20  1.534e-15  2.158e-15 -2.938e-16  1.600e-15  2.490e-16  4.399e-12  1.409e-10  3.834e-11  7.187e-12  6.000e-07  6.000e-01  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -6.219e-21 -1.739e-15  5.069e-20  1.534e-15  1.868e-15 -1.293e-16  1.600e-15  1.045e-16  6.134e-13  1.927e-11  4.569e-12  9.566e-13  6.000e-07  6.000e-01  4.454e-02  4.000e-01  1.137e+00  1.000e+00 
 1.000e+00  1.547e-19 -2.097e-15  1.302e-19  1.517e-15  3.530e-15 -1.433e-15  1.600e-15  1.403e-15  5.413e-10  1.884e-08  7.746e-09  1.062e-09  6.000e-07  7.000e-01  4.030e-02  4.000e-01  8.439e-01  1.000e+00 
 1.000e+00 -1.558e-20 -1.989e-15  1.682e-19  1.517e-15  2.667e-15 -6.779e-16  1.600e-15  6.094e-16  4.007e-11  1.401e-09  4.535e-10  7.430e-11  6.000e-07  7.000e-01  4.225e-02  4.000e-01  9.586e-01  1.000e+00 
 1.000e+00 -2.859e-20 -1.864e-15  1.082e-19  1.517e-15  2.158e-15 -2.939e-16  1.600e-15  2.491e-16  4.327e-12  1.494e-10  4.062e-11  7.624e-12  6.000e-07  7.000e-01  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -1.971e-20 -1.739e-15  6.164e-20  1.517e-15  1.868e-15 -1.294e-16  1.600e-15  1.045e-16  6.052e-13  2.050e-11  4.852e-12  1.017e-12  6.000e-07  7.000e-01  4.454e-02  4.000e-01  1.137e+00  1.000e+00 
 1.000e+00  2.564e-21 -2.097e-15  2.412e-19  1.503e-15  3.530e-15 -1.433e-15  1.600e-15  1.403e-15  5.323e-10  1.979e-08  8.129e-09  1.116e-09  6.000e-07  8.000e-01  4.030e-02  4.000e-01  8.438e-01  1.000e+00 
 1.000e+00 -6.695e-20 -1.989e-15  2.076e-19  1.503e-15  2.667e-15 -6.781e-16  1.600e-15  6.096e-16  3.953e-11  1.476e-09  4.773e-10  7.828e-11  6.000e-07  8.000e-01  4.225e-02  4.000e-01  9.585e-01  1.000e+00 
 1.000e+00 -4.768e-20 -1.864e-15  1.233e-19  1.503e-15  2.158e-15 -2.940e-16  1.600e-15  2.492e-16  4.280e-12  1.578e-10  4.285e-11  8.054e-12  6.000e-07  8.000e-01  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -2.749e-20 -1.739e-15  6.795e-20  1.503e-15  1.868e-15 -1.294e-16  1.600e-15  1.046e-16  6.002e-13  2.171e-11  5.133e-12  1.078e-12  6.000e-07  8.000e-01  4.454e-02  4.000e-01  1.137e+00  1.000e+00 
 1.000e+00 -8.960e-20 -2.097e-15  3.083e-19  1.492e-15  3.530e-15 -1.433e-15  1.600e-15  1.403e-15  5.259e-10  2.073e-08  8.506e-09  1.169e-09  6.000e-07  9.000e-01  4.030e-02  4.000e-01  8.438e-01  1.000e+00 
 1.000e+00 -9.843e-20 -1.989e-15  2.317e-19  1.492e-15  2.667e-15 -6.783e-16  1.600e-15  6.098e-16  3.916e-11  1.550e-09  5.007e-10  8.221e-11  6.000e-07  9.000e-01  4.225e-02  4.000e-01  9.585e-01  1.000e+00 
 1.000e+00 -5.943e-20 -1.864e-15  1.327e-19  1.492e-15  2.158e-15 -2.942e-16  1.600e-15  2.494e-16  4.250e-12  1.662e-10  4.507e-11  8.480e-12  6.000e-07  9.000e-01  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -3.229e-20 -1.739e-15  7.186e-20  1.492e-15  1.869e-15 -1.295e-16  1.600e-15  1.047e-16  5.972e-13  2.291e-11  5.411e-12  1.138e-12  6.000e-07  9.000e-01  4.454e-02  4.000e-01  1.137e+00  1.000e+00 
 1.000e+00 -1.487e-19 -2.097e-15  3.512e-19  1.483e-15  3.530e-15 -1.433e-15  1.600e-15  1.403e-15  5.213e-10  2.166e-08  8.879e-09  1.221e-09  6.000e-07  1.000e+00  4.030e-02  4.000e-01  8.437e-01  1.000e+00 
 1.000e+00 -1.188e-19 -1.989e-15  2.473e-19  1.483e-15  2.667e-15 -6.786e-16  1.600e-15  6.101e-16  3.890e-11  1.624e-09  5.239e-10  8.611e-11  6.000e-07  1.000e+00  4.225e-02  4.000e-01  9.584e-01  1.000e+00 
 1.000e+00 -6.707e-20 -1.864e-15  1.387e-19  1.483e-15  2.158e-15 -2.943e-16  1.600e-15  2.495e-16  4.232e-12  1.745e-10  4.727e-11  8.904e-12  6.000e-07  1.000e+00  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -3.541e-20 -1.739e-15  7.441e-20  1.483e-15  1.869e-15 -1.296e-16  1.600e-15  1.047e-16  5.957e-13  2.412e-11  5.688e-12  1.197e-12  6.000e-07  1.000e+00  4.454e-02  4.000e-01  1.136e+00  1.000e+00 
 1.000e+00 -1.882e-19 -2.097e-15  3.800e-19  1.476e-15  3.530e-15 -1.433e-15  1.600e-15  1.404e-15  5.179e-10  2.258e-08  9.249e-09  1.273e-09  6.000e-07  1.100e+00  4.030e-02  4.000e-01  8.437e-01  1.000e+00 
 1.000e+00 -1.326e-19 -1.989e-15  2.578e-19  1.476e-15  2.667e-15 -6.788e-16  1.600e-15  6.103e-16  3.874e-11  1.697e-09  5.470e-10  8.999e-11  6.000e-07  1.100e+00  4.225e-02  4.000e-01  9.584e-01  1.000e+00 
 1.000e+00 -7.225e-20 -1.864e-15  1.428e-19  1.476e-15  2.158e-15 -2.945e-16  1.600e-15  2.496e-16  4.222e-12  1.828e-10  4.946e-11  9.327e-12  6.000e-07  1.100e+00  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -3.754e-20 -1.739e-15  7.616e-20  1.476e-15  1.869e-15 -1.297e-16  1.600e-15  1.048e-16  5.953e-13  2.532e-11  5.964e-12  1.257e-12  6.000e-07  1.100e+00  4.454e-02  4.000e-01  1.136e+00  1.000e+00 
 1.000e+00 -2.157e-19 -2.097e-15  4.000e-19  1.470e-15  3.530e-15 -1.433e-15  1.600e-15  1.404e-15  5.156e-10  2.350e-08  9.616e-09  1.325e-09  6.000e-07  1.200e+00  4.030e-02  4.000e-01  8.436e-01  1.000e+00 
 1.000e+00 -1.422e-19 -1.989e-15  2.653e-19  1.470e-15  2.668e-15 -6.790e-16  1.600e-15  6.105e-16  3.863e-11  1.770e-09  5.700e-10  9.386e-11  6.000e-07  1.200e+00  4.225e-02  4.000e-01  9.583e-01  1.000e+00 
 1.000e+00 -7.590e-20 -1.864e-15  1.458e-19  1.470e-15  2.159e-15 -2.946e-16  1.600e-15  2.498e-16  4.217e-12  1.911e-10  5.165e-11  9.749e-12  6.000e-07  1.200e+00  4.356e-02  4.000e-01  1.054e+00  1.000e+00 
 1.000e+00 -3.905e-20 -1.739e-15  7.740e-20  1.470e-15  1.869e-15 -1.298e-16  1.600e-15  1.049e-16  5.955e-13  2.651e-11  6.240e-12  1.316e-12  6.000e-07  1.200e+00  4.454e-02  4.000e-01  1.136e+00  1.000e+00 
 1.000e+00 -2.355e-19 -2.097e-15  4.144e-19  1.465e-15  3.531e-15 -1.434e-15  1.600e-15  1.404e-15  5.140e-10  2.441e-08  9.982e-09  1.376e-09  6.000e-07  1.300e+00  4.030e-02  4.000e-01  8.436e-01  1.000e+00 
 1.000e+00 -1.492e-19 -1.989e-15  2.706e-19  1.465e-15  2.668e-15 -6.793e-16  1.600e-15  6.108e-16  3.858e-11  1.843e-09  5.929e-10  9.772e-11  6.000e-07  1.300e+00  4.225e-02  4.000e-01  9.582e-01  1.000e+00 
 1.000e+00 -7.855e-20 -1.864e-15  1.479e-19  1.465e-15  2.159e-15 -2.948e-16  1.600e-15  2.499e-16  4.217e-12  1.993e-10  5.383e-11  1.017e-11  6.000e-07  1.300e+00  4.356e-02  4.000e-01  1.053e+00  1.000e+00 
