 v-sweep       voutval       vloadval      ir1           ir2           ivdd          ivdda         ivddh         ndata         vd9           vd8           vd7           vd6           vd5           vd4           vd3           vd2           vd1           vd0          
 5.000000e+00  3.156722e-04  3.156722e-04  5.131501e-07  1.018756e-06  2.343533e-10  9.096424e-06  9.053571e-10  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 5.000000e+00  5.139347e-02  5.139347e-02  5.131501e-07  1.018756e-06  2.343516e-10  9.195868e-06  9.041847e-10  1.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00 
 5.000000e+00  9.731672e-02  9.731672e-02  5.131501e-07  1.018756e-06  2.343553e-10  9.220509e-06  9.029661e-10  2.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00 
 5.000000e+00  1.385450e-01  1.385450e-01  5.131501e-07  1.018756e-06  2.343544e-10  9.227930e-06  9.020602e-10  3.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00 
 5.000000e+00  1.764932e-01  1.764932e-01  5.131501e-07  1.018756e-06  2.343511e-10  9.231230e-06  9.011826e-10  4.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00 
 5.000000e+00  2.120952e-01  2.120952e-01  5.131501e-07  1.018756e-06  2.343526e-10  9.233147e-06  9.002980e-10  5.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00 
 5.000000e+00  2.453571e-01  2.453571e-01  5.131501e-07  1.018756e-06  2.343553e-10  9.234464e-06  8.991221e-10  6.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00 
 5.000000e+00  2.749786e-01  2.749786e-01  5.131501e-07  1.018756e-06  2.343561e-10  9.235474e-06  8.989586e-10  7.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00 
 5.000000e+00  3.031961e-01  3.031961e-01  5.131501e-07  1.018756e-06  2.343547e-10  9.236421e-06  8.962763e-10  8.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 5.000000e+00  3.300074e-01  3.300074e-01  5.131501e-07  1.018756e-06  2.343536e-10  9.237418e-06  8.956440e-10  9.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00 
 5.000000e+00  3.554151e-01  3.554151e-01  5.131501e-07  1.018756e-06  2.343536e-10  9.238572e-06  8.955942e-10  1.000000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00 
 5.000000e+00  3.798862e-01  3.798862e-01  5.131501e-07  1.018756e-06  2.343562e-10  9.240012e-06  8.945106e-10  1.100000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00 
 5.000000e+00  4.034205e-01  4.034205e-01  5.131501e-07  1.018756e-06  2.343556e-10  9.241884e-06  8.939600e-10  1.200000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00 
