 v-sweep         b0              b1              b2              b3              b4              b5              bb0             bb1             bb2             bb3             bb4             bb5             v-sweep         vout           
 3.86718750e-02  1.80000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  3.86718750e-02  4.89507925e+00 
 4.04296875e-02 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  4.04296875e-02  4.90426904e+00 
 4.21875000e-02  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  4.21875000e-02  4.91397572e+00 
 4.39453125e-02 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  4.39453125e-02  4.92368304e+00 
 4.57031250e-02  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  4.57031250e-02  4.93341039e+00 
 4.74609375e-02 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  4.74609375e-02  4.94311705e+00 
 4.92187500e-02  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  4.92187500e-02  4.95282323e+00 
 5.09765625e-02 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  5.09765625e-02  4.96304658e+00 
 5.27343750e-02  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  5.27343750e-02  4.97327007e+00 
 5.44921875e-02 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  5.44921875e-02  4.98349344e+00 
 5.62500000e-02  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  5.62500000e-02  4.99423282e+00 
 5.80078125e-02 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  5.80078125e-02  5.00446489e+00 
 5.97656250e-02  1.80000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  5.97656250e-02  5.01521448e+00 
 6.15234375e-02 -0.00000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  6.15234375e-02  5.02647078e+00 
 6.32812500e-02  1.80000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  6.32812500e-02  5.03721104e+00 
 6.50390625e-02 -0.00000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  6.50390625e-02  5.04898510e+00 
 6.67968750e-02  1.80000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  6.67968750e-02  5.06024220e+00 
 6.85546875e-02 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  6.85546875e-02  5.07201629e+00 
 7.03125000e-02  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  7.03125000e-02  5.08379044e+00 
 7.20703125e-02 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  7.20703125e-02  5.09618536e+00 
 7.38281250e-02  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  7.38281250e-02  5.10860059e+00 
 7.55859375e-02 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  7.55859375e-02  5.12099491e+00 
 7.73437500e-02  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  7.73437500e-02  5.13390566e+00 
 7.91015625e-02 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  7.91015625e-02  5.14733358e+00 
 8.08593750e-02  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.08593750e-02  5.16076166e+00 
 8.26171875e-02 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.26171875e-02  5.17470645e+00 
 8.43750000e-02  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  8.43750000e-02  5.18865052e+00 
 8.61328125e-02 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  8.61328125e-02  5.20312059e+00 
 8.78906250e-02  1.80000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  8.78906250e-02  5.21810877e+00 
 8.96484375e-02 -0.00000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  8.96484375e-02  5.23308654e+00 
 9.14062500e-02  1.80000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  9.14062500e-02  5.24909804e+00 
 9.31640625e-02 -0.00000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  9.31640625e-02  5.26511079e+00 
 9.49218750e-02  1.80000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  9.49218750e-02  5.28226018e+00 
 9.66796875e-02 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  9.66796875e-02  5.29940972e+00 
 9.84375000e-02  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  9.84375000e-02  5.31759299e+00 
 1.00195312e-01 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00195312e-01  5.33629359e+00 
 1.01953125e-01  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.01953125e-01  5.35604889e+00 
 1.03710937e-01 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03710937e-01  5.37629945e+00 
 1.05468750e-01  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.05468750e-01  5.39820369e+00 
 1.07226562e-01 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.07226562e-01  5.42114207e+00 
 1.08984375e-01  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.08984375e-01  5.44511417e+00 
 1.10742187e-01 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.10742187e-01  5.47177428e+00 
 1.12500000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.12500000e-01  5.49998219e+00 
