 v-sweep         out             load           
 3.77000000e+00  3.77012187e+00  3.77000661e+00 
 3.78000000e+00  3.78000646e+00  3.78000633e+00 
 3.79000000e+00  3.79000643e+00  3.79000636e+00 
 3.80000000e+00  3.80000647e+00  3.80000640e+00 
 3.81000000e+00  3.81000649e+00  3.81000643e+00 
 3.82000000e+00  3.81989377e+00  3.82000682e+00 
 3.83000000e+00  3.83000660e+00  3.83000650e+00 
 3.84000000e+00  3.84011963e+00  3.84000690e+00 
 3.85000000e+00  3.85000660e+00  3.85000656e+00 
 3.86000000e+00  3.86000668e+00  3.86000660e+00 
 3.87000000e+00  3.87011804e+00  3.87000702e+00 
 3.88000000e+00  3.88000674e+00  3.88000667e+00 
 3.89000000e+00  3.89000669e+00  3.89000670e+00 
 3.90000000e+00  3.90000673e+00  3.90000674e+00 
 3.91000000e+00  3.91000683e+00  3.91000677e+00 
 3.92000000e+00  3.92000687e+00  3.92000680e+00 
 3.93000000e+00  3.93000687e+00  3.93000684e+00 
 3.94000000e+00  3.94000684e+00  3.94000688e+00 
 3.95000000e+00  3.95000699e+00  3.95000692e+00 
 3.96000000e+00  3.96000707e+00  3.96000695e+00 
 3.97000000e+00  3.97000711e+00  3.97000699e+00 
 3.98000000e+00  3.98000715e+00  3.98000702e+00 
 3.99000000e+00  3.99000719e+00  3.99000706e+00 
 4.00000000e+00  4.00000723e+00  4.00000711e+00 
 4.01000000e+00  4.01000718e+00  4.01000715e+00 
 4.02000000e+00  4.02000730e+00  4.02000717e+00 
 4.03000000e+00  4.03000736e+00  4.03000721e+00 
 4.04000000e+00  4.04000724e+00  4.04000726e+00 
 4.05000000e+00  4.05000743e+00  4.05000729e+00 
 4.06000000e+00  4.06000746e+00  4.06000733e+00 
 4.07000000e+00  4.07000750e+00  4.07000737e+00 
 4.08000000e+00  4.08011859e+00  4.08000783e+00 
 4.09000000e+00  4.09000753e+00  4.09000746e+00 
 4.10000000e+00  4.10000760e+00  4.10000750e+00 
 4.11000000e+00  4.11000763e+00  4.11000753e+00 
 4.12000000e+00  4.12000757e+00  4.12000758e+00 
 4.13000000e+00  4.13000773e+00  4.13000762e+00 
 4.14000000e+00  4.14000778e+00  4.14000766e+00 
 4.15000000e+00  4.15000782e+00  4.15000770e+00 
 4.16000000e+00  4.16000784e+00  4.16000774e+00 
 4.17000000e+00  4.17000788e+00  4.17000779e+00 
 4.18000000e+00  4.18000792e+00  4.18000783e+00 
 4.19000000e+00  4.19000776e+00  4.19000786e+00 
 4.20000000e+00  4.20000806e+00  4.20000791e+00 
 4.21000000e+00  4.21000805e+00  4.21000796e+00 
 4.22000000e+00  4.22000815e+00  4.22000801e+00 
 4.23000000e+00  4.23000801e+00  4.23000805e+00 
 4.24000000e+00  4.24000816e+00  4.24000809e+00 
 4.25000000e+00  4.25000813e+00  4.25000813e+00 
 4.26000000e+00  4.26000826e+00  4.26000818e+00 
 4.27000000e+00  4.27013188e+00  4.27000856e+00 
 4.28000000e+00  4.28000824e+00  4.28000827e+00 
 4.29000000e+00  4.29000829e+00  4.29000831e+00 
 4.30000000e+00  4.30000838e+00  4.30000837e+00 
 4.31000000e+00  4.31013324e+00  4.31000875e+00 
 4.32000000e+00  4.32000847e+00  4.32000846e+00 
 4.33000000e+00  4.33000851e+00  4.33000851e+00 
 4.34000000e+00  4.34013353e+00  4.34000887e+00 
 4.35000000e+00  4.35013355e+00  4.35000892e+00 
 4.36000000e+00  4.36013355e+00  4.36000897e+00 
 4.37000000e+00  4.37013362e+00  4.37000904e+00 
 4.38000000e+00  4.38000887e+00  4.38000877e+00 
 4.39000000e+00  4.39000887e+00  4.39000880e+00 
 4.40000000e+00  4.40000897e+00  4.40000887e+00 
 4.41000000e+00  4.41000899e+00  4.41000892e+00 
 4.42000000e+00  4.42000905e+00  4.42000895e+00 
 4.43000000e+00  4.43000910e+00  4.43000904e+00 
 4.44000000e+00  4.44000904e+00  4.44000908e+00 
 4.45000000e+00  4.45000912e+00  4.45000916e+00 
 4.46000000e+00  4.46000929e+00  4.46000923e+00 
 4.47000000e+00  4.47013094e+00  4.47000964e+00 
 4.48000000e+00  4.47988775e+00  4.48000974e+00 
 4.49000000e+00  4.49000955e+00  4.49000947e+00 
 4.50000000e+00  4.49988788e+00  4.50000995e+00 
 4.51000000e+00  4.51000971e+00  4.51000971e+00 
 4.52000000e+00  4.52000985e+00  4.52000985e+00 
 4.53000000e+00  4.53001001e+00  4.53001003e+00 
 4.54000000e+00  4.54001026e+00  4.54001024e+00 
 4.55000000e+00  4.55001059e+00  4.55001052e+00 
 4.56000000e+00  4.56001094e+00  4.56001088e+00 
 4.57000000e+00  4.57001143e+00  4.57001137e+00 
 4.58000000e+00  4.58001204e+00  4.58001199e+00 
 4.59000000e+00  4.59001285e+00  4.59001282e+00 
 4.60000000e+00  4.60001396e+00  4.60001391e+00 
 4.61000000e+00  4.61001531e+00  4.61001532e+00 
 4.62000000e+00  4.62014511e+00  4.62001752e+00 
 4.63000000e+00  4.63001946e+00  4.63001942e+00 
 4.64000000e+00  4.64002227e+00  4.64002230e+00 
 4.65000000e+00  4.65002581e+00  4.65002588e+00 
 4.66000000e+00  4.66003016e+00  4.66003019e+00 
 4.67000000e+00  4.67003526e+00  4.67003537e+00 
 4.68000000e+00  4.68004166e+00  4.68004141e+00 
 4.69000000e+00  4.69004834e+00  4.69004835e+00 
 4.70000000e+00  4.70005612e+00  4.70005613e+00 
 4.71000000e+00  4.71006478e+00  4.71006472e+00 
 4.72000000e+00  4.72007393e+00  4.72007389e+00 
 4.73000000e+00  4.73008356e+00  4.73008352e+00 
 4.74000000e+00  4.73996143e+00  4.74009412e+00 
 4.75000000e+00  4.75010262e+00  4.75010326e+00 
 4.76000000e+00  4.76011298e+00  4.76011294e+00 
 4.77000000e+00  4.77012226e+00  4.77012223e+00 
 4.78000000e+00  4.77999779e+00  4.78013175e+00 
 4.79000000e+00  4.79013900e+00  4.79013898e+00 
 4.80000000e+00  4.80001270e+00  4.80014719e+00 
 4.81000000e+00  4.81015256e+00  4.81015281e+00 
 4.82000000e+00  4.82015861e+00  4.82015857e+00 
 4.83000000e+00  4.83016277e+00  4.83016360e+00 
 4.84000000e+00  4.84016757e+00  4.84016791e+00 
 4.85000000e+00  4.85017161e+00  4.85017162e+00 
 4.86000000e+00  4.86017478e+00  4.86017480e+00 
 4.87000000e+00  4.87004211e+00  4.87017842e+00 
 4.88000000e+00  4.88017971e+00  4.88017975e+00 
 4.89000000e+00  4.89018164e+00  4.89018168e+00 
 4.90000000e+00  4.90004726e+00  4.90018432e+00 
 4.91000000e+00  4.91004839e+00  4.91018571e+00 
 4.92000000e+00  4.92004928e+00  4.92018689e+00 
 4.93000000e+00  4.93005005e+00  4.93018793e+00 
 4.94000000e+00  4.94005065e+00  4.94018881e+00 
 4.95000000e+00  4.95018799e+00  4.95018862e+00 
 4.96000000e+00  4.96018868e+00  4.96018930e+00 
 4.97000000e+00  4.97005184e+00  4.97019090e+00 
 4.98000000e+00  4.98019060e+00  4.98019046e+00 
 4.99000000e+00  4.99019043e+00  4.99019100e+00 
 5.00000000e+00  5.00005263e+00  5.00019245e+00 
 5.01000000e+00  5.01019137e+00  5.01019191e+00 
 5.02000000e+00  5.02005290e+00  5.02019333e+00 
 5.03000000e+00  5.03019281e+00  5.03019273e+00 
 5.04000000e+00  5.04019264e+00  5.04019312e+00 
 5.05000000e+00  5.05019302e+00  5.05019350e+00 
 5.06000000e+00  5.06005314e+00  5.06019487e+00 
 5.07000000e+00  5.07005314e+00  5.07019521e+00 
 5.08000000e+00  5.08019412e+00  5.08019459e+00 
 5.09000000e+00  5.09019504e+00  5.09019490e+00 
 5.10000000e+00  5.10019478e+00  5.10019527e+00 
 5.11000000e+00  5.11019514e+00  5.11019561e+00 
 5.12000000e+00  5.12005301e+00  5.12019693e+00 
 5.13000000e+00  5.13005299e+00  5.13019728e+00 
 5.14000000e+00  5.14005293e+00  5.14019760e+00 
 5.15000000e+00  5.15005270e+00  5.15019794e+00 
 5.16000000e+00  5.16005263e+00  5.16019827e+00 
 5.17000000e+00  5.17005257e+00  5.17019861e+00 
 5.18000000e+00  5.18005250e+00  5.18019896e+00 
 5.19000000e+00  5.19005243e+00  5.19019931e+00 
 5.20000000e+00  5.20005233e+00  5.20019964e+00 
 5.21000000e+00  5.21019900e+00  5.21019906e+00 
 5.22000000e+00  5.22019931e+00  5.22019936e+00 
 5.23000000e+00  5.23019991e+00  5.23019971e+00 
 5.24000000e+00  5.24020017e+00  5.24020005e+00 
 5.25000000e+00  5.25005182e+00  5.25020138e+00 
 5.26000000e+00  5.26020084e+00  5.26020077e+00 
 5.27000000e+00  5.27005151e+00  5.27020206e+00 
 5.28000000e+00  5.28020165e+00  5.28020149e+00 
 5.29000000e+00  5.29020197e+00  5.29020184e+00 
 5.30000000e+00  5.30005109e+00  5.30020314e+00 
 5.31000000e+00  5.31020260e+00  5.31020259e+00 
 5.32000000e+00  5.32020303e+00  5.32020296e+00 
 5.33000000e+00  5.33020346e+00  5.33020333e+00 
 5.34000000e+00  5.34005060e+00  5.34020463e+00 
 5.35000000e+00  5.35005049e+00  5.35020503e+00 
 5.36000000e+00  5.36020448e+00  5.36020453e+00 
 5.37000000e+00  5.37020495e+00  5.37020496e+00 
 5.38000000e+00  5.38020540e+00  5.38020544e+00 
 5.39000000e+00  5.39004999e+00  5.39020685e+00 
 5.40000000e+00  5.40005007e+00  5.40020742e+00 
 5.41000000e+00  5.41005032e+00  5.41020811e+00 
 5.42000000e+00  5.42005075e+00  5.42020892e+00 
 5.43000000e+00  5.43005133e+00  5.43020989e+00 
 5.44000000e+00  5.44005195e+00  5.44021091e+00 
 5.45000000e+00  5.45005198e+00  5.45021147e+00 
 5.46000000e+00  5.46004986e+00  5.46020946e+00 
 5.47000000e+00  5.47003735e+00  5.47019711e+00 
 5.48000000e+00  5.47999454e+00  5.48015645e+00 
 5.49000000e+00  5.48990641e+00  5.49009770e+00 
 5.50000000e+00  5.49921059e+00  5.49949733e+00 
 5.51000000e+00  5.49980169e+00  5.49999703e+00 
 5.52000000e+00  5.49980547e+00  5.49999866e+00 
 5.53000000e+00  5.49980621e+00  5.49999867e+00 
 5.54000000e+00  5.49980656e+00  5.49999867e+00 
 5.55000000e+00  5.49980667e+00  5.49999867e+00 
 5.56000000e+00  5.49980685e+00  5.49999867e+00 
 5.57000000e+00  5.49980801e+00  5.49999984e+00 
 5.58000000e+00  5.49980856e+00  5.50000033e+00 
 5.59000000e+00  5.49980733e+00  5.49999908e+00 
 5.60000000e+00  5.49980714e+00  5.49999839e+00 
 5.61000000e+00  5.49980763e+00  5.49999864e+00 
 5.62000000e+00  5.49980758e+00  5.49999864e+00 
 5.63000000e+00  5.49980745e+00  5.49999864e+00 
 5.64000000e+00  5.49980730e+00  5.49999864e+00 
 5.65000000e+00  5.49980714e+00  5.49999864e+00 
 5.66000000e+00  5.49980708e+00  5.49999864e+00 
 5.67000000e+00  5.49980698e+00  5.49999864e+00 
 5.68000000e+00  5.49980693e+00  5.49999865e+00 
 5.69000000e+00  5.49980695e+00  5.49999865e+00 
 5.70000000e+00  5.49980670e+00  5.49999865e+00 
 5.71000000e+00  5.49980693e+00  5.49999865e+00 
 5.72000000e+00  5.49980731e+00  5.49999865e+00 
 5.73000000e+00  5.49981029e+00  5.49999866e+00 
 5.74000000e+00  5.49981354e+00  5.49999866e+00 
 5.75000000e+00  5.49981778e+00  5.49999866e+00 
 5.76000000e+00  5.49999867e+00  5.49999861e+00 
 5.77000000e+00  5.49982556e+00  5.49999865e+00 
 5.78000000e+00  5.49983075e+00  5.49999864e+00 
 5.79000000e+00  5.49983620e+00  5.49999863e+00 
 5.80000000e+00  5.49981581e+00  5.49999866e+00 
 5.81000000e+00  5.49981946e+00  5.49999866e+00 
 5.82000000e+00  5.49999867e+00  5.49999861e+00 
 5.83000000e+00  5.49982695e+00  5.49999864e+00 
 5.84000000e+00  5.49983090e+00  5.49999864e+00 
 5.85000000e+00  5.50000196e+00  5.49999860e+00 
 5.86000000e+00  5.49984368e+00  5.49999861e+00 
 5.87000000e+00  5.50000411e+00  5.49999860e+00 
 5.88000000e+00  5.50000383e+00  5.49999860e+00 
 5.89000000e+00  5.49985809e+00  5.49999860e+00 
 5.90000000e+00  5.49986376e+00  5.49999859e+00 
 5.91000000e+00  5.49986782e+00  5.49999858e+00 
 5.92000000e+00  5.50000207e+00  5.49999860e+00 
 5.93000000e+00  5.50000156e+00  5.49999860e+00 
 5.94000000e+00  5.50000109e+00  5.49999860e+00 
 5.95000000e+00  5.50000059e+00  5.49999860e+00 
 5.96000000e+00  5.50000006e+00  5.49999860e+00 
 5.97000000e+00  5.49999955e+00  5.49999860e+00 
 5.98000000e+00  5.50000050e+00  5.49999860e+00 
 5.99000000e+00  5.49989158e+00  5.49999857e+00 
 6.00000000e+00  5.50000022e+00  5.49999860e+00 
 6.01000000e+00  5.50000005e+00  5.49999860e+00 
 6.02000000e+00  5.49989842e+00  5.49999856e+00 
 6.03000000e+00  5.49990041e+00  5.49999855e+00 
 6.04000000e+00  5.49990217e+00  5.49999855e+00 
 6.05000000e+00  5.49999903e+00  5.49999860e+00 
 6.06000000e+00  5.49990531e+00  5.49999855e+00 
 6.07000000e+00  5.49999836e+00  5.49999861e+00 
 6.08000000e+00  5.49990729e+00  5.49999854e+00 
 6.09000000e+00  5.49999646e+00  5.49999861e+00 
 6.10000000e+00  5.49990937e+00  5.49999853e+00 
 6.11000000e+00  5.49999570e+00  5.49999861e+00 
 6.12000000e+00  5.49981765e+00  5.49999866e+00 
 6.13000000e+00  5.50005383e+00  5.49999871e+00 
 6.14000000e+00  5.50005283e+00  5.49999871e+00 
 6.15000000e+00  5.49999104e+00  5.49999861e+00 
 6.16000000e+00  5.49999076e+00  5.49999861e+00 
 6.17000000e+00  5.49999056e+00  5.49999861e+00 
 6.18000000e+00  5.49999858e+00  5.49999860e+00 
 6.19000000e+00  5.49999005e+00  5.49999861e+00 
 6.20000000e+00  5.50004515e+00  5.49999873e+00 
 6.21000000e+00  5.49999792e+00  5.49999860e+00 
 6.22000000e+00  5.49999867e+00  5.49999861e+00 
 6.23000000e+00  5.49998863e+00  5.49999861e+00 
 6.24000000e+00  5.49998845e+00  5.49999861e+00 
 6.25000000e+00  5.49998796e+00  5.49999861e+00 
 6.26000000e+00  5.50003541e+00  5.49999874e+00 
 6.27000000e+00  5.50003266e+00  5.49999875e+00 
 6.28000000e+00  5.49998644e+00  5.49999862e+00 
 6.29000000e+00  5.49998671e+00  5.49999862e+00 
 6.30000000e+00  5.49999143e+00  5.49999861e+00 
 6.31000000e+00  5.49999161e+00  5.49999861e+00 
 6.32000000e+00  5.49993391e+00  5.49999850e+00 
 6.33000000e+00  5.49999016e+00  5.49999861e+00 
 6.34000000e+00  5.49993358e+00  5.49999850e+00 
 6.35000000e+00  5.49999122e+00  5.49999861e+00 
 6.36000000e+00  5.49999122e+00  5.49999861e+00 
 6.37000000e+00  5.49999111e+00  5.49999861e+00 
 6.38000000e+00  5.49999030e+00  5.49999861e+00 
 6.39000000e+00  5.49992806e+00  5.49999851e+00 
 6.40000000e+00  5.49999041e+00  5.49999861e+00 
 6.41000000e+00  5.49999061e+00  5.49999861e+00 
 6.42000000e+00  5.49999049e+00  5.49999861e+00 
 6.43000000e+00  5.49990467e+00  5.49999854e+00 
 6.44000000e+00  5.49999044e+00  5.49999861e+00 
 6.45000000e+00  5.49999052e+00  5.49999861e+00 
 6.46000000e+00  5.49999058e+00  5.49999861e+00 
 6.47000000e+00  5.49999062e+00  5.49999861e+00 
 6.48000000e+00  5.49999066e+00  5.49999861e+00 
 6.49000000e+00  5.49999070e+00  5.49999861e+00 
 6.50000000e+00  5.49999073e+00  5.49999861e+00 
