 frequency  @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cdd] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgb] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgd] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgdo] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgg] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgs] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgso] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[css] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[gds] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[gm] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[gmbs] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[id] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[l] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vds] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vdsat] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vgs] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vth] frequency  vsb       
 1.000e+00 -9.851e-21 -1.750e-15  1.787e-20  1.042e-15  1.755e-15 -5.379e-18  1.074e-15  3.566e-18  8.736e-18  6.119e-16  2.182e-16  2.352e-17  5.000e-07  3.000e+00  4.511e-02  2.320e-14  1.041e+00  1.000e+00  4.000e-01 
 1.000e+00 -4.491e-21 -1.442e-15  8.978e-21  1.042e-15  1.444e-15 -2.388e-18  1.074e-15  1.410e-18  2.966e-19  2.047e-17  6.036e-18  7.528e-19  5.000e-07  3.000e+00  4.729e-02  4.640e-14  1.129e+00  1.000e+00  8.000e-01 
 1.000e+00 -2.242e-21 -1.255e-15  4.693e-21  1.042e-15  1.256e-15 -1.172e-18  1.074e-15  6.261e-19  1.521e-20  1.027e-18  2.616e-19  3.661e-20  5.000e-07  3.000e+00  4.925e-02  6.960e-14  1.207e+00  1.000e+00  1.200e+00 
 1.000e+00 -6.762e-22 -1.029e-15  1.472e-21  1.042e-15  1.030e-15 -3.706e-19  1.074e-15  1.561e-19  9.110e-23  5.831e-21  1.191e-21  1.991e-22  5.000e-07  3.000e+00  5.282e-02  1.160e-13  1.341e+00  1.000e+00  2.000e+00 
 1.000e+00 -1.927e-22 -8.676e-16  4.253e-22  1.042e-15  8.677e-16 -1.374e-19  1.074e-15  3.680e-20  4.226e-25  2.517e-23  4.188e-24  8.303e-25  5.000e-07  3.000e+00  5.698e-02  1.740e-13  1.482e+00  1.000e+00  3.000e+00 
 1.000e+00  6.077e-17 -2.281e-15 -5.363e-17  1.075e-15  2.303e-15  3.164e-17  1.075e-15 -1.390e-17  3.796e-14  0.000e+00  0.000e+00  0.000e+00  5.000e-07  0.000e+00  4.250e-02  5.000e-02  9.528e-01  1.000e+00  0.000e+00 
 1.000e+00  2.037e-17 -1.699e-15 -1.909e-17  1.075e-15  1.708e-15  1.050e-17  1.075e-15 -4.741e-18  6.170e-16  0.000e+00  0.000e+00  0.000e+00  5.000e-07  0.000e+00  4.512e-02  5.000e-02  1.059e+00  1.000e+00  4.000e-01 
 1.000e+00  8.068e-18 -1.413e-15 -7.930e-18  1.075e-15  1.417e-15  4.186e-18  1.075e-15 -1.874e-18  1.887e-17  0.000e+00  0.000e+00  0.000e+00  5.000e-07  0.000e+00  4.730e-02  5.000e-02  1.148e+00  1.000e+00  8.000e-01 
 1.000e+00  3.571e-18 -1.236e-15 -3.656e-18  1.075e-15  1.238e-15  1.859e-18  1.075e-15 -8.274e-19  8.699e-19  0.000e+00  0.000e+00  0.000e+00  5.000e-07  0.000e+00  4.926e-02  5.000e-02  1.228e+00  1.000e+00  1.200e+00 
 1.000e+00  8.773e-19 -1.019e-15 -9.640e-19  1.075e-15  1.020e-15  4.336e-19  1.075e-15 -2.028e-19  4.192e-21  0.000e+00  0.000e+00  0.000e+00  5.000e-07  0.000e+00  5.283e-02  5.000e-02  1.365e+00  1.000e+00  2.000e+00 
 1.000e+00  2.016e-19 -8.613e-16 -2.391e-19  1.075e-15  8.615e-16  6.438e-20  1.075e-15 -4.647e-20  1.481e-23  0.000e+00  0.000e+00  0.000e+00  5.000e-07  0.000e+00  5.700e-02  5.000e-02  1.510e+00  1.000e+00  3.000e+00 
 1.000e+00  2.938e-18 -2.282e-15 -2.330e-18  1.074e-15  2.299e-15 -1.420e-17  1.075e-15  1.253e-17  5.692e-15  2.247e-14  1.046e-14  9.256e-16  5.000e-07  5.000e-02  4.250e-02  5.000e-02  9.525e-01  1.000e+00  0.000e+00 
 1.000e+00  9.656e-19 -1.700e-15 -8.083e-19  1.074e-15  1.707e-15 -5.848e-18  1.075e-15  4.136e-18  1.028e-16  4.068e-16  1.454e-16  1.564e-17  5.000e-07  5.000e-02  4.512e-02  5.000e-02  1.058e+00  1.000e+00  4.000e-01 
 1.000e+00  3.797e-19 -1.414e-15 -3.321e-19  1.074e-15  1.416e-15 -2.608e-18  1.075e-15  1.643e-18  3.419e-18  1.340e-17  3.980e-18  4.929e-19  5.000e-07  5.000e-02  4.730e-02  5.000e-02  1.148e+00  1.000e+00  8.000e-01 
 1.000e+00  1.674e-19 -1.236e-15 -1.521e-19  1.074e-15  1.237e-15 -1.272e-18  1.075e-15  7.294e-19  1.694e-19  6.539e-19  1.685e-19  2.331e-20  5.000e-07  5.000e-02  4.925e-02  5.000e-02  1.227e+00  1.000e+00  1.200e+00 
 1.000e+00  4.095e-20 -1.019e-15 -3.982e-20  1.074e-15  1.019e-15 -3.922e-19  1.075e-15  1.799e-19  9.248e-22  3.435e-21  7.144e-22  1.173e-22  5.000e-07  5.000e-02  5.283e-02  5.000e-02  1.364e+00  1.000e+00  2.000e+00 
 1.000e+00  9.370e-21 -8.613e-16 -9.818e-21  1.074e-15  8.615e-16 -1.405e-19  1.075e-15  4.148e-20  3.733e-24  1.316e-23  2.244e-24  4.340e-25  5.000e-07  5.000e-02  5.700e-02  5.000e-02  1.509e+00  1.000e+00  3.000e+00 
 1.000e+00  6.675e-19 -2.283e-15 -4.985e-19  1.072e-15  2.299e-15 -1.552e-17  1.075e-15  1.315e-17  1.682e-15  2.596e-14  1.207e-14  1.070e-15  5.000e-07  1.000e-01  4.250e-02  5.000e-02  9.523e-01  1.000e+00  0.000e+00 
 1.000e+00  2.181e-19 -1.700e-15 -1.676e-19  1.072e-15  1.706e-15 -6.315e-18  1.075e-15  4.345e-18  2.952e-17  4.739e-16  1.690e-16  1.822e-17  5.000e-07  1.000e-01  4.512e-02  5.000e-02  1.058e+00  1.000e+00  4.000e-01 
 1.000e+00  8.521e-20 -1.414e-15 -6.734e-20  1.072e-15  1.416e-15 -2.802e-18  1.075e-15  1.726e-18  9.628e-19  1.573e-17  4.660e-18  5.784e-19  5.000e-07  1.000e-01  4.730e-02  5.000e-02  1.148e+00  1.000e+00  8.000e-01 
 1.000e+00  3.733e-20 -1.236e-15 -3.032e-20  1.072e-15  1.237e-15 -1.362e-18  1.075e-15  7.663e-19  4.705e-20  7.726e-19  1.986e-19  2.754e-20  5.000e-07  1.000e-01  4.925e-02  5.000e-02  1.227e+00  1.000e+00  1.200e+00 
 1.000e+00  9.022e-21 -1.019e-15 -7.724e-21  1.072e-15  1.019e-15 -4.159e-19  1.075e-15  1.890e-19  2.526e-22  4.114e-21  8.532e-22  1.405e-22  5.000e-07  1.000e-01  5.283e-02  5.000e-02  1.364e+00  1.000e+00  2.000e+00 
 1.000e+00  2.034e-21 -8.613e-16 -1.856e-21  1.072e-15  8.615e-16 -1.464e-19  1.075e-15  4.361e-20  1.013e-24  1.602e-23  2.724e-24  5.285e-25  5.000e-07  1.000e-01  5.699e-02  5.000e-02  1.509e+00  1.000e+00  3.000e+00 
 1.000e+00  2.346e-19 -2.283e-15 -1.595e-19  1.070e-15  2.299e-15 -1.572e-17  1.075e-15  1.325e-17  1.280e-15  2.770e-14  1.287e-14  1.141e-15  5.000e-07  1.500e-01  4.250e-02  5.000e-02  9.520e-01  1.000e+00  0.000e+00 
 1.000e+00  7.534e-20 -1.700e-15 -4.889e-20  1.070e-15  1.706e-15 -6.390e-18  1.075e-15  4.380e-18  2.227e-17  5.063e-16  1.805e-16  1.946e-17  5.000e-07  1.500e-01  4.512e-02  5.000e-02  1.058e+00  1.000e+00  4.000e-01 
 1.000e+00  2.895e-20 -1.414e-15 -1.825e-20  1.070e-15  1.416e-15 -2.833e-18  1.075e-15  1.740e-18  7.214e-19  1.682e-17  4.984e-18  6.188e-19  5.000e-07  1.500e-01  4.730e-02  5.000e-02  1.147e+00  1.000e+00  8.000e-01 
 1.000e+00  1.248e-20 -1.236e-15 -7.725e-21  1.070e-15  1.237e-15 -1.377e-18  1.075e-15  7.728e-19  3.503e-20  8.277e-19  2.127e-19  2.950e-20  5.000e-07  1.500e-01  4.925e-02  5.000e-02  1.227e+00  1.000e+00  1.200e+00 
 1.000e+00  2.920e-21 -1.019e-15 -1.769e-21  1.070e-15  1.019e-15 -4.200e-19  1.075e-15  1.907e-19  1.859e-22  4.420e-21  9.162e-22  1.509e-22  5.000e-07  1.500e-01  5.283e-02  5.000e-02  1.364e+00  1.000e+00  2.000e+00 
 1.000e+00  6.310e-22 -8.613e-16 -3.776e-22  1.070e-15  8.615e-16 -1.474e-19  1.075e-15  4.403e-20  7.344e-25  1.728e-23  2.936e-24  5.700e-25  5.000e-07  1.500e-01  5.699e-02  5.000e-02  1.508e+00  1.000e+00  3.000e+00 
 1.000e+00  9.730e-20 -2.283e-15 -5.360e-20  1.067e-15  2.299e-15 -1.578e-17  1.075e-15  1.329e-17  1.170e-15  2.917e-14  1.355e-14  1.202e-15  5.000e-07  2.000e-01  4.249e-02  5.000e-02  9.517e-01  1.000e+00  0.000e+00 
 1.000e+00  3.004e-20 -1.700e-15 -1.175e-20  1.067e-15  1.706e-15 -6.414e-18  1.075e-15  4.393e-18  2.042e-17  5.339e-16  1.902e-16  2.052e-17  5.000e-07  2.000e-01  4.512e-02  5.000e-02  1.058e+00  1.000e+00  4.000e-01 
 1.000e+00  1.108e-20 -1.414e-15 -2.890e-21  1.067e-15  1.416e-15 -2.844e-18  1.075e-15  1.746e-18  6.634e-19  1.776e-17  5.259e-18  6.532e-19  5.000e-07  2.000e-01  4.730e-02  5.000e-02  1.147e+00  1.000e+00  8.000e-01 
 1.000e+00  4.583e-21 -1.236e-15 -6.500e-22  1.067e-15  1.237e-15 -1.382e-18  1.075e-15  7.756e-19  3.229e-20  8.746e-19  2.246e-19  3.117e-20  5.000e-07  2.000e-01  4.925e-02  5.000e-02  1.226e+00  1.000e+00  1.200e+00 
 1.000e+00  9.801e-22 -1.019e-15  9.756e-23  1.067e-15  1.019e-15 -4.215e-19  1.075e-15  1.915e-19  1.721e-22  4.680e-21  9.696e-22  1.598e-22  5.000e-07  2.000e-01  5.283e-02  5.000e-02  1.363e+00  1.000e+00  2.000e+00 
 1.000e+00  1.849e-22 -8.613e-16  8.614e-23  1.067e-15  8.615e-16 -1.479e-19  1.075e-15  4.424e-20  6.828e-25  1.835e-23  3.115e-24  6.052e-25  5.000e-07  2.000e-01  5.699e-02  5.000e-02  1.508e+00  1.000e+00  3.000e+00 
 1.000e+00  4.063e-20 -2.283e-15 -1.027e-20  1.065e-15  2.299e-15 -1.581e-17  1.075e-15  1.331e-17  1.119e-15  3.056e-14  1.419e-14  1.259e-15  5.000e-07  2.500e-01  4.249e-02  5.000e-02  9.515e-01  1.000e+00  0.000e+00 
 1.000e+00  1.132e-20 -1.700e-15  3.468e-21  1.065e-15  1.706e-15 -6.427e-18  1.075e-15  4.402e-18  1.961e-17  5.599e-16  1.994e-16  2.152e-17  5.000e-07  2.500e-01  4.512e-02  5.000e-02  1.057e+00  1.000e+00  4.000e-01 
 1.000e+00  3.697e-21 -1.414e-15  3.413e-21  1.065e-15  1.416e-15 -2.851e-18  1.075e-15  1.750e-18  6.392e-19  1.864e-17  5.519e-18  6.857e-19  5.000e-07  2.500e-01  4.730e-02  5.000e-02  1.147e+00  1.000e+00  8.000e-01 
 1.000e+00  1.318e-21 -1.236e-15  2.255e-21  1.065e-15  1.237e-15 -1.385e-18  1.075e-15  7.776e-19  3.122e-20  9.190e-19  2.359e-19  3.276e-20  5.000e-07  2.500e-01  4.925e-02  5.000e-02  1.226e+00  1.000e+00  1.200e+00 
 1.000e+00  1.772e-22 -1.019e-15  8.650e-22  1.065e-15  1.019e-15 -4.225e-19  1.075e-15  1.921e-19  1.673e-22  4.928e-21  1.021e-21  1.683e-22  5.000e-07  2.500e-01  5.283e-02  5.000e-02  1.363e+00  1.000e+00  2.000e+00 
 1.000e+00  1.829e-27 -8.613e-16  2.772e-22  1.065e-15  8.615e-16 -1.481e-19  1.075e-15  4.440e-20  6.683e-25  1.937e-23  3.287e-24  6.389e-25  5.000e-07  2.500e-01  5.699e-02  5.000e-02  1.507e+00  1.000e+00  3.000e+00 
 1.000e+00  1.307e-20 -2.283e-15  1.069e-20  1.063e-15  2.299e-15 -1.582e-17  1.075e-15  1.333e-17  1.089e-15  3.190e-14  1.481e-14  1.314e-15  5.000e-07  3.000e-01  4.249e-02  5.000e-02  9.512e-01  1.000e+00  0.000e+00 
 1.000e+00  2.209e-21 -1.700e-15  1.084e-20  1.063e-15  1.706e-15 -6.437e-18  1.075e-15  4.410e-18  1.915e-17  5.850e-16  2.083e-16  2.249e-17  5.000e-07  3.000e-01  4.512e-02  5.000e-02  1.057e+00  1.000e+00  4.000e-01 
 1.000e+00  9.840e-23 -1.414e-15  6.471e-21  1.063e-15  1.416e-15 -2.856e-18  1.075e-15  1.754e-18  6.266e-19  1.950e-17  5.771e-18  7.173e-19  5.000e-07  3.000e-01  4.730e-02  5.000e-02  1.146e+00  1.000e+00  8.000e-01 
 1.000e+00 -2.744e-22 -1.236e-15  3.666e-21  1.063e-15  1.237e-15 -1.388e-18  1.075e-15  7.795e-19  3.070e-20  9.624e-19  2.470e-19  3.431e-20  5.000e-07  3.000e-01  4.925e-02  5.000e-02  1.226e+00  1.000e+00  1.200e+00 
 1.000e+00 -2.147e-22 -1.019e-15  1.239e-21  1.063e-15  1.019e-15 -4.233e-19  1.075e-15  1.927e-19  1.655e-22  5.172e-21  1.071e-21  1.766e-22  5.000e-07  3.000e-01  5.283e-02  5.000e-02  1.362e+00  1.000e+00  2.000e+00 
 1.000e+00 -9.039e-23 -8.613e-16  3.705e-22  1.063e-15  8.615e-16 -1.484e-19  1.075e-15  4.456e-20  6.651e-25  2.038e-23  3.457e-24  6.722e-25  5.000e-07  3.000e-01  5.699e-02  5.000e-02  1.507e+00  1.000e+00  3.000e+00 
 1.000e+00 -1.930e-21 -2.283e-15  2.206e-20  1.061e-15  2.299e-15 -1.584e-17  1.075e-15  1.335e-17  1.070e-15  3.321e-14  1.541e-14  1.368e-15  5.000e-07  3.500e-01  4.249e-02  5.000e-02  9.509e-01  1.000e+00  0.000e+00 
 1.000e+00 -2.757e-21 -1.700e-15  1.485e-20  1.061e-15  1.706e-15 -6.446e-18  1.075e-15  4.418e-18  1.888e-17  6.098e-16  2.171e-16  2.344e-17  5.000e-07  3.500e-01  4.512e-02  5.000e-02  1.057e+00  1.000e+00  4.000e-01 
 1.000e+00 -1.864e-21 -1.414e-15  8.138e-21  1.061e-15  1.416e-15 -2.860e-18  1.075e-15  1.758e-18  6.196e-19  2.035e-17  6.020e-18  7.484e-19  5.000e-07  3.500e-01  4.730e-02  5.000e-02  1.146e+00  1.000e+00  8.000e-01 
 1.000e+00 -1.143e-21 -1.236e-15  4.437e-21  1.061e-15  1.237e-15 -1.390e-18  1.075e-15  7.813e-19  3.044e-20  1.005e-18  2.579e-19  3.583e-20  5.000e-07  3.500e-01  4.925e-02  5.000e-02  1.225e+00  1.000e+00  1.200e+00 
 1.000e+00 -4.290e-22 -1.019e-15  1.444e-21  1.061e-15  1.019e-15 -4.241e-19  1.075e-15  1.932e-19  1.650e-22  5.414e-21  1.120e-21  1.849e-22  5.000e-07  3.500e-01  5.283e-02  5.000e-02  1.362e+00  1.000e+00  2.000e+00 
 1.000e+00 -1.400e-22 -8.613e-16  4.219e-22  1.061e-15  8.615e-16 -1.486e-19  1.075e-15  4.471e-20  6.671e-25  2.139e-23  3.626e-24  7.055e-25  5.000e-07  3.500e-01  5.699e-02  5.000e-02  1.507e+00  1.000e+00  3.000e+00 
 1.000e+00 -1.079e-20 -2.283e-15  2.877e-20  1.060e-15  2.299e-15 -1.586e-17  1.075e-15  1.337e-17  1.057e-15  3.450e-14  1.601e-14  1.421e-15  5.000e-07  4.000e-01  4.249e-02  5.000e-02  9.507e-01  1.000e+00  0.000e+00 
 1.000e+00 -5.695e-21 -1.700e-15  1.723e-20  1.060e-15  1.706e-15 -6.454e-18  1.075e-15  4.425e-18  1.872e-17  6.342e-16  2.257e-16  2.438e-17  5.000e-07  4.000e-01  4.512e-02  5.000e-02  1.056e+00  1.000e+00  4.000e-01 
 1.000e+00 -3.027e-21 -1.414e-15  9.128e-21  1.060e-15  1.416e-15 -2.865e-18  1.075e-15  1.761e-18  6.161e-19  2.119e-17  6.266e-18  7.793e-19  5.000e-07  4.000e-01  4.730e-02  5.000e-02  1.146e+00  1.000e+00  8.000e-01 
 1.000e+00 -1.659e-21 -1.236e-15  4.896e-21  1.060e-15  1.237e-15 -1.393e-18  1.075e-15  7.831e-19  3.035e-20  1.048e-18  2.687e-19  3.735e-20  5.000e-07  4.000e-01  4.925e-02  5.000e-02  1.225e+00  1.000e+00  1.200e+00 
 1.000e+00 -5.565e-22 -1.019e-15  1.566e-21  1.060e-15  1.019e-15 -4.249e-19  1.075e-15  1.938e-19  1.653e-22  5.655e-21  1.170e-21  1.931e-22  5.000e-07  4.000e-01  5.283e-02  5.000e-02  1.362e+00  1.000e+00  2.000e+00 
 1.000e+00 -1.696e-22 -8.613e-16  4.529e-22  1.060e-15  8.615e-16 -1.488e-19  1.075e-15  4.487e-20  6.722e-25  2.240e-23  3.796e-24  7.389e-25  5.000e-07  4.000e-01  5.699e-02  5.000e-02  1.506e+00  1.000e+00  3.000e+00 
 1.000e+00 -1.638e-20 -2.283e-15  3.299e-20  1.058e-15  2.299e-15 -1.587e-17  1.075e-15  1.339e-17  1.049e-15  3.577e-14  1.659e-14  1.474e-15  5.000e-07  4.500e-01  4.249e-02  5.000e-02  9.504e-01  1.000e+00  0.000e+00 
 1.000e+00 -7.548e-21 -1.700e-15  1.873e-20  1.058e-15  1.706e-15 -6.463e-18  1.075e-15  4.433e-18  1.863e-17  6.585e-16  2.343e-16  2.531e-17  5.000e-07  4.500e-01  4.512e-02  5.000e-02  1.056e+00  1.000e+00  4.000e-01 
 1.000e+00 -3.761e-21 -1.414e-15  9.757e-21  1.058e-15  1.416e-15 -2.869e-18  1.075e-15  1.765e-18  6.149e-19  2.202e-17  6.511e-18  8.101e-19  5.000e-07  4.500e-01  4.730e-02  5.000e-02  1.146e+00  1.000e+00  8.000e-01 
 1.000e+00 -1.985e-21 -1.236e-15  5.189e-21  1.058e-15  1.237e-15 -1.395e-18  1.075e-15  7.848e-19  3.037e-20  1.090e-18  2.795e-19  3.887e-20  5.000e-07  4.500e-01  4.925e-02  5.000e-02  1.224e+00  1.000e+00  1.200e+00 
 1.000e+00 -6.375e-22 -1.019e-15  1.645e-21  1.058e-15  1.019e-15 -4.257e-19  1.075e-15  1.943e-19  1.662e-22  5.898e-21  1.219e-21  2.014e-22  5.000e-07  4.500e-01  5.283e-02  5.000e-02  1.361e+00  1.000e+00  2.000e+00 
 1.000e+00 -1.885e-22 -8.613e-16  4.730e-22  1.058e-15  8.615e-16 -1.490e-19  1.075e-15  4.502e-20  6.793e-25  2.343e-23  3.968e-24  7.727e-25  5.000e-07  4.500e-01  5.699e-02  5.000e-02  1.506e+00  1.000e+00  3.000e+00 
 1.000e+00 -2.007e-20 -2.283e-15  3.579e-20  1.057e-15  2.299e-15 -1.589e-17  1.075e-15  1.341e-17  1.044e-15  3.704e-14  1.718e-14  1.526e-15  5.000e-07  5.000e-01  4.249e-02  5.000e-02  9.502e-01  1.000e+00  0.000e+00 
 1.000e+00 -8.777e-21 -1.700e-15  1.973e-20  1.057e-15  1.706e-15 -6.472e-18  1.075e-15  4.440e-18  1.860e-17  6.827e-16  2.428e-16  2.624e-17  5.000e-07  5.000e-01  4.512e-02  5.000e-02  1.056e+00  1.000e+00  4.000e-01 
 1.000e+00 -4.250e-21 -1.414e-15  1.018e-20  1.057e-15  1.416e-15 -2.874e-18  1.075e-15  1.768e-18  6.156e-19  2.286e-17  6.756e-18  8.408e-19  5.000e-07  5.000e-01  4.730e-02  5.000e-02  1.145e+00  1.000e+00  8.000e-01 
 1.000e+00 -2.203e-21 -1.236e-15  5.386e-21  1.057e-15  1.237e-15 -1.398e-18  1.075e-15  7.866e-19  3.048e-20  1.133e-18  2.904e-19  4.039e-20  5.000e-07  5.000e-01  4.925e-02  5.000e-02  1.224e+00  1.000e+00  1.200e+00 
 1.000e+00 -6.918e-22 -1.019e-15  1.699e-21  1.057e-15  1.019e-15 -4.265e-19  1.075e-15  1.949e-19  1.675e-22  6.142e-21  1.269e-21  2.097e-22  5.000e-07  5.000e-01  5.283e-02  5.000e-02  1.361e+00  1.000e+00  2.000e+00 
 1.000e+00 -2.012e-22 -8.613e-16  4.868e-22  1.057e-15  8.615e-16 -1.493e-19  1.075e-15  4.518e-20  6.881e-25  2.446e-23  4.141e-24  8.069e-25  5.000e-07  5.000e-01  5.699e-02  5.000e-02  1.505e+00  1.000e+00  3.000e+00 
 1.000e+00 -2.262e-20 -2.283e-15  3.772e-20  1.056e-15  2.299e-15 -1.590e-17  1.075e-15  1.342e-17  1.042e-15  3.831e-14  1.776e-14  1.578e-15  5.000e-07  5.500e-01  4.249e-02  5.000e-02  9.499e-01  1.000e+00  0.000e+00 
 1.000e+00 -9.627e-21 -1.700e-15  2.043e-20  1.056e-15  1.706e-15 -6.480e-18  1.075e-15  4.448e-18  1.862e-17  7.069e-16  2.514e-16  2.717e-17  5.000e-07  5.500e-01  4.512e-02  5.000e-02  1.055e+00  1.000e+00  4.000e-01 
 1.000e+00 -4.589e-21 -1.414e-15  1.047e-20  1.056e-15  1.416e-15 -2.879e-18  1.075e-15  1.772e-18  6.176e-19  2.370e-17  7.001e-18  8.717e-19  5.000e-07  5.500e-01  4.730e-02  5.000e-02  1.145e+00  1.000e+00  8.000e-01 
 1.000e+00 -2.354e-21 -1.236e-15  5.526e-21  1.056e-15  1.237e-15 -1.400e-18  1.075e-15  7.884e-19  3.065e-20  1.176e-18  3.012e-19  4.192e-20  5.000e-07  5.500e-01  4.925e-02  5.000e-02  1.224e+00  1.000e+00  1.200e+00 
 1.000e+00 -7.298e-22 -1.019e-15  1.738e-21  1.056e-15  1.019e-15 -4.273e-19  1.075e-15  1.954e-19  1.691e-22  6.388e-21  1.319e-21  2.182e-22  5.000e-07  5.500e-01  5.283e-02  5.000e-02  1.360e+00  1.000e+00  2.000e+00 
 1.000e+00 -2.102e-22 -8.613e-16  4.969e-22  1.056e-15  8.615e-16 -1.495e-19  1.075e-15  4.533e-20  6.981e-25  2.551e-23  4.317e-24  8.416e-25  5.000e-07  5.500e-01  5.699e-02  5.000e-02  1.505e+00  1.000e+00  3.000e+00 
 1.000e+00 -2.443e-20 -2.283e-15  3.911e-20  1.055e-15  2.299e-15 -1.592e-17  1.075e-15  1.344e-17  1.042e-15  3.957e-14  1.834e-14  1.630e-15  5.000e-07  6.000e-01  4.249e-02  5.000e-02  9.496e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.024e-20 -1.700e-15  2.093e-20  1.055e-15  1.706e-15 -6.489e-18  1.075e-15  4.455e-18  1.867e-17  7.312e-16  2.599e-16  2.811e-17  5.000e-07  6.000e-01  4.512e-02  5.000e-02  1.055e+00  1.000e+00  4.000e-01 
 1.000e+00 -4.832e-21 -1.414e-15  1.069e-20  1.055e-15  1.416e-15 -2.883e-18  1.075e-15  1.775e-18  6.207e-19  2.454e-17  7.247e-18  9.026e-19  5.000e-07  6.000e-01  4.730e-02  5.000e-02  1.145e+00  1.000e+00  8.000e-01 
 1.000e+00 -2.463e-21 -1.236e-15  5.629e-21  1.055e-15  1.237e-15 -1.403e-18  1.075e-15  7.902e-19  3.087e-20  1.219e-18  3.122e-19  4.346e-20  5.000e-07  6.000e-01  4.925e-02  5.000e-02  1.223e+00  1.000e+00  1.200e+00 
 1.000e+00 -7.574e-22 -1.019e-15  1.766e-21  1.055e-15  1.019e-15 -4.280e-19  1.075e-15  1.959e-19  1.710e-22  6.637e-21  1.370e-21  2.267e-22  5.000e-07  6.000e-01  5.283e-02  5.000e-02  1.360e+00  1.000e+00  2.000e+00 
 1.000e+00 -2.169e-22 -8.613e-16  5.046e-22  1.055e-15  8.615e-16 -1.497e-19  1.075e-15  4.549e-20  7.092e-25  2.658e-23  4.495e-24  8.767e-25  5.000e-07  6.000e-01  5.699e-02  5.000e-02  1.504e+00  1.000e+00  3.000e+00 
 1.000e+00 -2.577e-20 -2.283e-15  4.013e-20  1.054e-15  2.299e-15 -1.593e-17  1.075e-15  1.346e-17  1.044e-15  4.084e-14  1.892e-14  1.682e-15  5.000e-07  6.500e-01  4.249e-02  5.000e-02  9.494e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.069e-20 -1.700e-15  2.131e-20  1.054e-15  1.706e-15 -6.498e-18  1.075e-15  4.463e-18  1.875e-17  7.555e-16  2.685e-16  2.904e-17  5.000e-07  6.500e-01  4.512e-02  5.000e-02  1.055e+00  1.000e+00  4.000e-01 
 1.000e+00 -5.013e-21 -1.414e-15  1.086e-20  1.054e-15  1.416e-15 -2.888e-18  1.075e-15  1.779e-18  6.247e-19  2.539e-17  7.494e-18  9.337e-19  5.000e-07  6.500e-01  4.730e-02  5.000e-02  1.144e+00  1.000e+00  8.000e-01 
 1.000e+00 -2.545e-21 -1.236e-15  5.708e-21  1.054e-15  1.237e-15 -1.405e-18  1.075e-15  7.920e-19  3.113e-20  1.263e-18  3.232e-19  4.501e-20  5.000e-07  6.500e-01  4.925e-02  5.000e-02  1.223e+00  1.000e+00  1.200e+00 
 1.000e+00 -7.783e-22 -1.019e-15  1.789e-21  1.054e-15  1.019e-15 -4.288e-19  1.075e-15  1.965e-19  1.731e-22  6.889e-21  1.422e-21  2.353e-22  5.000e-07  6.500e-01  5.283e-02  5.000e-02  1.360e+00  1.000e+00  2.000e+00 
 1.000e+00 -2.219e-22 -8.613e-16  5.107e-22  1.054e-15  8.615e-16 -1.499e-19  1.075e-15  4.564e-20  7.212e-25  2.766e-23  4.676e-24  9.125e-25  5.000e-07  6.500e-01  5.699e-02  5.000e-02  1.504e+00  1.000e+00  3.000e+00 
 1.000e+00 -2.678e-20 -2.283e-15  4.091e-20  1.053e-15  2.299e-15 -1.595e-17  1.075e-15  1.348e-17  1.047e-15  4.211e-14  1.950e-14  1.735e-15  5.000e-07  7.000e-01  4.249e-02  5.000e-02  9.491e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.103e-20 -1.700e-15  2.160e-20  1.053e-15  1.706e-15 -6.507e-18  1.075e-15  4.470e-18  1.885e-17  7.799e-16  2.771e-16  2.998e-17  5.000e-07  7.000e-01  4.512e-02  5.000e-02  1.055e+00  1.000e+00  4.000e-01 
 1.000e+00 -5.151e-21 -1.414e-15  1.098e-20  1.053e-15  1.416e-15 -2.893e-18  1.075e-15  1.782e-18  6.295e-19  2.624e-17  7.743e-18  9.651e-19  5.000e-07  7.000e-01  4.730e-02  5.000e-02  1.144e+00  1.000e+00  8.000e-01 
