 frequency  @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cdd] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgb] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgd] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgdo] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgg] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgs] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[cgso] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[css] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[gds] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[gm] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[gmbs] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[id] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[l] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vds] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vdsat] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vgs] @m.xm1.msky130_fd_pr__pfet_g5v0d10v5[vth] frequency  vsb       
 1.000e+00 -3.862e-20 -2.175e-15  5.837e-20  1.051e-15  2.195e-15 -2.049e-17  1.077e-15  1.788e-17  3.600e-15  1.590e-13  7.176e-14  6.550e-15  5.000e-07  9.000e-01  4.249e-02  1.000e-01  9.480e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.607e-20 -1.654e-15  3.053e-20  1.051e-15  1.662e-15 -8.517e-18  1.077e-15  6.096e-18  7.135e-17  3.229e-15  1.124e-15  1.241e-16  5.000e-07  9.000e-01  4.512e-02  1.000e-01  1.053e+00  1.000e+00  4.000e-01 
 1.000e+00 -7.608e-21 -1.387e-15  1.578e-20  1.051e-15  1.391e-15 -3.847e-18  1.077e-15  2.489e-18  2.547e-18  1.157e-16  3.358e-17  4.257e-18  5.000e-07  9.000e-01  4.730e-02  1.000e-01  1.143e+00  1.000e+00  8.000e-01 
 1.000e+00 -3.891e-21 -1.218e-15  8.405e-21  1.051e-15  1.220e-15 -1.879e-18  1.077e-15  1.128e-18  1.338e-19  6.046e-18  1.524e-18  2.155e-19  5.000e-07  9.000e-01  4.925e-02  1.000e-01  1.221e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.201e-21 -1.009e-15  2.679e-21  1.051e-15  1.010e-15 -5.598e-19  1.077e-15  2.864e-19  8.058e-22  3.547e-20  7.227e-21  1.211e-21  5.000e-07  9.000e-01  5.283e-02  1.000e-01  1.358e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.449e-22 -8.553e-16  7.754e-22  1.051e-15  8.554e-16 -1.822e-19  1.077e-15  6.772e-20  3.607e-24  1.520e-22  2.541e-23  5.014e-24  5.000e-07  9.000e-01  5.699e-02  1.000e-01  1.501e+00  1.000e+00  3.000e+00 
 1.000e+00 -3.906e-20 -2.175e-15  5.874e-20  1.051e-15  2.195e-15 -2.051e-17  1.077e-15  1.791e-17  3.625e-15  1.634e-13  7.372e-14  6.731e-15  5.000e-07  9.500e-01  4.249e-02  1.000e-01  9.478e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.623e-20 -1.654e-15  3.069e-20  1.051e-15  1.662e-15 -8.529e-18  1.077e-15  6.106e-18  7.201e-17  3.323e-15  1.156e-15  1.277e-16  5.000e-07  9.500e-01  4.512e-02  1.000e-01  1.053e+00  1.000e+00  4.000e-01 
 1.000e+00 -7.677e-21 -1.387e-15  1.585e-20  1.051e-15  1.391e-15 -3.854e-18  1.077e-15  2.494e-18  2.576e-18  1.192e-16  3.458e-17  4.385e-18  5.000e-07  9.500e-01  4.730e-02  1.000e-01  1.142e+00  1.000e+00  8.000e-01 
 1.000e+00 -3.924e-21 -1.218e-15  8.445e-21  1.051e-15  1.220e-15 -1.883e-18  1.077e-15  1.131e-18  1.356e-19  6.235e-18  1.571e-18  2.222e-19  5.000e-07  9.500e-01  4.925e-02  1.000e-01  1.221e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.211e-21 -1.009e-15  2.693e-21  1.051e-15  1.010e-15 -5.609e-19  1.077e-15  2.872e-19  8.189e-22  3.666e-20  7.466e-21  1.252e-21  5.000e-07  9.500e-01  5.283e-02  1.000e-01  1.357e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.476e-22 -8.553e-16  7.795e-22  1.051e-15  8.554e-16 -1.825e-19  1.077e-15  6.795e-20  3.680e-24  1.575e-22  2.632e-23  5.196e-24  5.000e-07  9.500e-01  5.699e-02  1.000e-01  1.501e+00  1.000e+00  3.000e+00 
 1.000e+00 -3.944e-20 -2.175e-15  5.906e-20  1.050e-15  2.195e-15 -2.054e-17  1.077e-15  1.793e-17  3.652e-15  1.678e-13  7.569e-14  6.913e-15  5.000e-07  1.000e+00  4.249e-02  1.000e-01  9.475e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.636e-20 -1.654e-15  3.083e-20  1.050e-15  1.662e-15 -8.542e-18  1.077e-15  6.116e-18  7.271e-17  3.417e-15  1.188e-15  1.313e-16  5.000e-07  1.000e+00  4.512e-02  1.000e-01  1.053e+00  1.000e+00  4.000e-01 
 1.000e+00 -7.736e-21 -1.387e-15  1.592e-20  1.050e-15  1.391e-15 -3.861e-18  1.077e-15  2.499e-18  2.606e-18  1.227e-16  3.559e-17  4.515e-18  5.000e-07  1.000e+00  4.730e-02  1.000e-01  1.142e+00  1.000e+00  8.000e-01 
 1.000e+00 -3.953e-21 -1.218e-15  8.482e-21  1.050e-15  1.220e-15 -1.886e-18  1.077e-15  1.134e-18  1.374e-19  6.426e-18  1.619e-18  2.291e-19  5.000e-07  1.000e+00  4.925e-02  1.000e-01  1.221e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.219e-21 -1.009e-15  2.705e-21  1.050e-15  1.010e-15 -5.621e-19  1.077e-15  2.880e-19  8.325e-22  3.787e-20  7.708e-21  1.293e-21  5.000e-07  1.000e+00  5.283e-02  1.000e-01  1.357e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.499e-22 -8.553e-16  7.834e-22  1.050e-15  8.554e-16 -1.829e-19  1.077e-15  6.819e-20  3.756e-24  1.632e-22  2.725e-23  5.382e-24  5.000e-07  1.000e+00  5.699e-02  1.000e-01  1.500e+00  1.000e+00  3.000e+00 
 1.000e+00 -3.976e-20 -2.175e-15  5.934e-20  1.050e-15  2.195e-15 -2.056e-17  1.077e-15  1.796e-17  3.681e-15  1.722e-13  7.767e-14  7.096e-15  5.000e-07  1.050e+00  4.249e-02  1.000e-01  9.472e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.648e-20 -1.654e-15  3.095e-20  1.050e-15  1.662e-15 -8.554e-18  1.077e-15  6.127e-18  7.344e-17  3.512e-15  1.221e-15  1.350e-16  5.000e-07  1.050e+00  4.512e-02  1.000e-01  1.053e+00  1.000e+00  4.000e-01 
 1.000e+00 -7.788e-21 -1.387e-15  1.598e-20  1.050e-15  1.391e-15 -3.867e-18  1.077e-15  2.504e-18  2.637e-18  1.263e-16  3.660e-17  4.646e-18  5.000e-07  1.050e+00  4.730e-02  1.000e-01  1.142e+00  1.000e+00  8.000e-01 
 1.000e+00 -3.979e-21 -1.218e-15  8.516e-21  1.050e-15  1.220e-15 -1.890e-18  1.077e-15  1.136e-18  1.393e-19  6.620e-18  1.667e-18  2.360e-19  5.000e-07  1.050e+00  4.925e-02  1.000e-01  1.220e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.227e-21 -1.009e-15  2.717e-21  1.050e-15  1.010e-15 -5.633e-19  1.077e-15  2.889e-19  8.466e-22  3.910e-20  7.955e-21  1.335e-21  5.000e-07  1.050e+00  5.283e-02  1.000e-01  1.356e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.521e-22 -8.553e-16  7.872e-22  1.050e-15  8.554e-16 -1.832e-19  1.077e-15  6.842e-20  3.834e-24  1.689e-22  2.819e-23  5.572e-24  5.000e-07  1.050e+00  5.699e-02  1.000e-01  1.500e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.003e-20 -2.175e-15  5.958e-20  1.049e-15  2.195e-15 -2.058e-17  1.077e-15  1.798e-17  3.712e-15  1.767e-13  7.967e-14  7.281e-15  5.000e-07  1.100e+00  4.249e-02  1.000e-01  9.470e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.659e-20 -1.654e-15  3.106e-20  1.049e-15  1.662e-15 -8.566e-18  1.077e-15  6.137e-18  7.420e-17  3.608e-15  1.254e-15  1.387e-16  5.000e-07  1.100e+00  4.512e-02  1.000e-01  1.052e+00  1.000e+00  4.000e-01 
 1.000e+00 -7.834e-21 -1.387e-15  1.604e-20  1.049e-15  1.391e-15 -3.874e-18  1.077e-15  2.509e-18  2.669e-18  1.299e-16  3.764e-17  4.778e-18  5.000e-07  1.100e+00  4.730e-02  1.000e-01  1.141e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.002e-21 -1.218e-15  8.548e-21  1.049e-15  1.220e-15 -1.894e-18  1.077e-15  1.139e-18  1.412e-19  6.817e-18  1.716e-18  2.430e-19  5.000e-07  1.100e+00  4.925e-02  1.000e-01  1.220e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.234e-21 -1.009e-15  2.728e-21  1.049e-15  1.010e-15 -5.645e-19  1.077e-15  2.897e-19  8.612e-22  4.035e-20  8.206e-21  1.378e-21  5.000e-07  1.100e+00  5.283e-02  1.000e-01  1.356e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.542e-22 -8.553e-16  7.907e-22  1.049e-15  8.554e-16 -1.836e-19  1.077e-15  6.866e-20  3.914e-24  1.748e-22  2.916e-23  5.766e-24  5.000e-07  1.100e+00  5.699e-02  1.000e-01  1.500e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.027e-20 -2.175e-15  5.980e-20  1.049e-15  2.195e-15 -2.061e-17  1.077e-15  1.801e-17  3.744e-15  1.813e-13  8.168e-14  7.467e-15  5.000e-07  1.150e+00  4.249e-02  1.000e-01  9.467e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.668e-20 -1.654e-15  3.117e-20  1.049e-15  1.662e-15 -8.579e-18  1.077e-15  6.148e-18  7.499e-17  3.705e-15  1.287e-15  1.424e-16  5.000e-07  1.150e+00  4.512e-02  1.000e-01  1.052e+00  1.000e+00  4.000e-01 
 1.000e+00 -7.876e-21 -1.387e-15  1.610e-20  1.049e-15  1.391e-15 -3.880e-18  1.077e-15  2.515e-18  2.702e-18  1.336e-16  3.868e-17  4.913e-18  5.000e-07  1.150e+00  4.730e-02  1.000e-01  1.141e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.022e-21 -1.218e-15  8.577e-21  1.049e-15  1.220e-15 -1.897e-18  1.077e-15  1.141e-18  1.432e-19  7.017e-18  1.765e-18  2.501e-19  5.000e-07  1.150e+00  4.925e-02  1.000e-01  1.220e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.240e-21 -1.009e-15  2.738e-21  1.049e-15  1.010e-15 -5.657e-19  1.077e-15  2.905e-19  8.761e-22  4.162e-20  8.460e-21  1.421e-21  5.000e-07  1.150e+00  5.283e-02  1.000e-01  1.356e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.561e-22 -8.553e-16  7.942e-22  1.049e-15  8.554e-16 -1.839e-19  1.077e-15  6.890e-20  3.997e-24  1.808e-22  3.014e-23  5.963e-24  5.000e-07  1.150e+00  5.699e-02  1.000e-01  1.499e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.049e-20 -2.175e-15  6.000e-20  1.048e-15  2.195e-15 -2.063e-17  1.077e-15  1.804e-17  3.778e-15  1.858e-13  8.371e-14  7.655e-15  5.000e-07  1.200e+00  4.249e-02  1.000e-01  9.465e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.676e-20 -1.654e-15  3.126e-20  1.048e-15  1.662e-15 -8.591e-18  1.077e-15  6.158e-18  7.581e-17  3.803e-15  1.321e-15  1.462e-16  5.000e-07  1.200e+00  4.512e-02  1.000e-01  1.052e+00  1.000e+00  4.000e-01 
 1.000e+00 -7.913e-21 -1.387e-15  1.615e-20  1.048e-15  1.391e-15 -3.887e-18  1.077e-15  2.520e-18  2.737e-18  1.373e-16  3.974e-17  5.049e-18  5.000e-07  1.200e+00  4.730e-02  1.000e-01  1.141e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.042e-21 -1.218e-15  8.606e-21  1.048e-15  1.220e-15 -1.901e-18  1.077e-15  1.144e-18  1.453e-19  7.219e-18  1.815e-18  2.573e-19  5.000e-07  1.200e+00  4.925e-02  1.000e-01  1.219e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.246e-21 -1.009e-15  2.748e-21  1.048e-15  1.010e-15 -5.669e-19  1.077e-15  2.913e-19  8.915e-22  4.291e-20  8.719e-21  1.465e-21  5.000e-07  1.200e+00  5.283e-02  1.000e-01  1.355e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.579e-22 -8.553e-16  7.976e-22  1.048e-15  8.554e-16 -1.843e-19  1.077e-15  6.914e-20  4.082e-24  1.869e-22  3.115e-23  6.165e-24  5.000e-07  1.200e+00  5.699e-02  1.000e-01  1.499e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.068e-20 -2.175e-15  6.018e-20  1.048e-15  2.195e-15 -2.065e-17  1.077e-15  1.806e-17  3.812e-15  1.904e-13  8.576e-14  7.845e-15  5.000e-07  1.250e+00  4.249e-02  1.000e-01  9.462e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.683e-20 -1.654e-15  3.135e-20  1.048e-15  1.662e-15 -8.603e-18  1.077e-15  6.169e-18  7.666e-17  3.902e-15  1.355e-15  1.500e-16  5.000e-07  1.250e+00  4.512e-02  1.000e-01  1.051e+00  1.000e+00  4.000e-01 
 1.000e+00 -7.948e-21 -1.387e-15  1.619e-20  1.048e-15  1.391e-15 -3.894e-18  1.077e-15  2.525e-18  2.772e-18  1.410e-16  4.080e-17  5.186e-18  5.000e-07  1.250e+00  4.730e-02  1.000e-01  1.140e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.059e-21 -1.218e-15  8.633e-21  1.048e-15  1.220e-15 -1.905e-18  1.077e-15  1.147e-18  1.474e-19  7.424e-18  1.866e-18  2.646e-19  5.000e-07  1.250e+00  4.925e-02  1.000e-01  1.219e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.252e-21 -1.009e-15  2.758e-21  1.048e-15  1.010e-15 -5.681e-19  1.077e-15  2.921e-19  9.073e-22  4.423e-20  8.983e-21  1.510e-21  5.000e-07  1.250e+00  5.283e-02  1.000e-01  1.355e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.596e-22 -8.553e-16  8.008e-22  1.048e-15  8.554e-16 -1.846e-19  1.077e-15  6.937e-20  4.169e-24  1.932e-22  3.217e-23  6.372e-24  5.000e-07  1.250e+00  5.699e-02  1.000e-01  1.498e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.085e-20 -2.175e-15  6.035e-20  1.048e-15  2.195e-15 -2.068e-17  1.077e-15  1.809e-17  3.848e-15  1.951e-13  8.783e-14  8.037e-15  5.000e-07  1.300e+00  4.249e-02  1.000e-01  9.459e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.690e-20 -1.654e-15  3.143e-20  1.048e-15  1.662e-15 -8.616e-18  1.077e-15  6.179e-18  7.753e-17  4.002e-15  1.389e-15  1.538e-16  5.000e-07  1.300e+00  4.512e-02  1.000e-01  1.051e+00  1.000e+00  4.000e-01 
 1.000e+00 -7.980e-21 -1.387e-15  1.624e-20  1.048e-15  1.391e-15 -3.901e-18  1.077e-15  2.530e-18  2.808e-18  1.448e-16  4.189e-17  5.326e-18  5.000e-07  1.300e+00  4.730e-02  1.000e-01  1.140e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.076e-21 -1.218e-15  8.659e-21  1.048e-15  1.220e-15 -1.908e-18  1.077e-15  1.149e-18  1.496e-19  7.632e-18  1.918e-18  2.721e-19  5.000e-07  1.300e+00  4.925e-02  1.000e-01  1.219e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.257e-21 -1.009e-15  2.768e-21  1.048e-15  1.010e-15 -5.693e-19  1.077e-15  2.930e-19  9.234e-22  4.557e-20  9.251e-21  1.556e-21  5.000e-07  1.300e+00  5.283e-02  1.000e-01  1.354e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.613e-22 -8.553e-16  8.041e-22  1.048e-15  8.554e-16 -1.850e-19  1.077e-15  6.961e-20  4.258e-24  1.995e-22  3.322e-23  6.582e-24  5.000e-07  1.300e+00  5.699e-02  1.000e-01  1.498e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.101e-20 -2.175e-15  6.050e-20  1.047e-15  2.195e-15 -2.070e-17  1.077e-15  1.811e-17  3.885e-15  1.998e-13  8.991e-14  8.230e-15  5.000e-07  1.350e+00  4.249e-02  1.000e-01  9.457e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.697e-20 -1.654e-15  3.151e-20  1.047e-15  1.662e-15 -8.628e-18  1.077e-15  6.190e-18  7.842e-17  4.104e-15  1.424e-15  1.577e-16  5.000e-07  1.350e+00  4.512e-02  1.000e-01  1.051e+00  1.000e+00  4.000e-01 
 1.000e+00 -8.010e-21 -1.387e-15  1.628e-20  1.047e-15  1.391e-15 -3.907e-18  1.077e-15  2.535e-18  2.846e-18  1.486e-16  4.298e-17  5.467e-18  5.000e-07  1.350e+00  4.729e-02  1.000e-01  1.140e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.092e-21 -1.218e-15  8.685e-21  1.047e-15  1.220e-15 -1.912e-18  1.077e-15  1.152e-18  1.518e-19  7.844e-18  1.970e-18  2.796e-19  5.000e-07  1.350e+00  4.925e-02  1.000e-01  1.218e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.262e-21 -1.009e-15  2.777e-21  1.047e-15  1.010e-15 -5.705e-19  1.077e-15  2.938e-19  9.400e-22  4.694e-20  9.524e-21  1.603e-21  5.000e-07  1.350e+00  5.283e-02  1.000e-01  1.354e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.630e-22 -8.553e-16  8.073e-22  1.047e-15  8.554e-16 -1.853e-19  1.077e-15  6.985e-20  4.350e-24  2.061e-22  3.429e-23  6.798e-24  5.000e-07  1.350e+00  5.699e-02  1.000e-01  1.497e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.116e-20 -2.175e-15  6.065e-20  1.047e-15  2.195e-15 -2.072e-17  1.077e-15  1.814e-17  3.923e-15  2.045e-13  9.202e-14  8.425e-15  5.000e-07  1.400e+00  4.249e-02  1.000e-01  9.454e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.702e-20 -1.654e-15  3.159e-20  1.047e-15  1.662e-15 -8.641e-18  1.077e-15  6.200e-18  7.934e-17  4.206e-15  1.459e-15  1.617e-16  5.000e-07  1.400e+00  4.512e-02  1.000e-01  1.051e+00  1.000e+00  4.000e-01 
 1.000e+00 -8.038e-21 -1.387e-15  1.633e-20  1.047e-15  1.391e-15 -3.914e-18  1.077e-15  2.540e-18  2.884e-18  1.525e-16  4.409e-17  5.611e-18  5.000e-07  1.400e+00  4.729e-02  1.000e-01  1.140e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.106e-21 -1.218e-15  8.710e-21  1.047e-15  1.220e-15 -1.916e-18  1.077e-15  1.155e-18  1.541e-19  8.058e-18  2.023e-18  2.872e-19  5.000e-07  1.400e+00  4.925e-02  1.000e-01  1.218e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.267e-21 -1.009e-15  2.787e-21  1.047e-15  1.010e-15 -5.717e-19  1.077e-15  2.946e-19  9.569e-22  4.832e-20  9.801e-21  1.650e-21  5.000e-07  1.400e+00  5.283e-02  1.000e-01  1.354e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.645e-22 -8.553e-16  8.104e-22  1.047e-15  8.554e-16 -1.857e-19  1.077e-15  7.010e-20  4.443e-24  2.127e-22  3.538e-23  7.017e-24  5.000e-07  1.400e+00  5.699e-02  1.000e-01  1.497e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.129e-20 -2.175e-15  6.079e-20  1.047e-15  2.195e-15 -2.075e-17  1.077e-15  1.816e-17  3.962e-15  2.093e-13  9.414e-14  8.622e-15  5.000e-07  1.450e+00  4.249e-02  1.000e-01  9.451e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.708e-20 -1.654e-15  3.166e-20  1.047e-15  1.662e-15 -8.654e-18  1.077e-15  6.211e-18  8.027e-17  4.310e-15  1.495e-15  1.657e-16  5.000e-07  1.450e+00  4.512e-02  1.000e-01  1.050e+00  1.000e+00  4.000e-01 
 1.000e+00 -8.065e-21 -1.387e-15  1.637e-20  1.047e-15  1.391e-15 -3.921e-18  1.077e-15  2.545e-18  2.922e-18  1.565e-16  4.522e-17  5.756e-18  5.000e-07  1.450e+00  4.729e-02  1.000e-01  1.139e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.121e-21 -1.218e-15  8.734e-21  1.047e-15  1.220e-15 -1.919e-18  1.077e-15  1.157e-18  1.564e-19  8.276e-18  2.077e-18  2.950e-19  5.000e-07  1.450e+00  4.925e-02  1.000e-01  1.218e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.272e-21 -1.009e-15  2.796e-21  1.047e-15  1.010e-15 -5.729e-19  1.077e-15  2.955e-19  9.742e-22  4.974e-20  1.008e-20  1.698e-21  5.000e-07  1.450e+00  5.283e-02  1.000e-01  1.353e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.661e-22 -8.553e-16  8.136e-22  1.047e-15  8.554e-16 -1.860e-19  1.077e-15  7.034e-20  4.539e-24  2.195e-22  3.649e-23  7.242e-24  5.000e-07  1.450e+00  5.699e-02  1.000e-01  1.496e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.142e-20 -2.175e-15  6.092e-20  1.047e-15  2.195e-15 -2.077e-17  1.077e-15  1.819e-17  4.002e-15  2.141e-13  9.629e-14  8.821e-15  5.000e-07  1.500e+00  4.249e-02  1.000e-01  9.449e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.713e-20 -1.654e-15  3.174e-20  1.047e-15  1.662e-15 -8.666e-18  1.077e-15  6.222e-18  8.123e-17  4.415e-15  1.531e-15  1.697e-16  5.000e-07  1.500e+00  4.512e-02  1.000e-01  1.050e+00  1.000e+00  4.000e-01 
 1.000e+00 -8.091e-21 -1.387e-15  1.641e-20  1.047e-15  1.391e-15 -3.928e-18  1.077e-15  2.550e-18  2.962e-18  1.605e-16  4.636e-17  5.903e-18  5.000e-07  1.500e+00  4.729e-02  1.000e-01  1.139e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.134e-21 -1.218e-15  8.758e-21  1.047e-15  1.220e-15 -1.923e-18  1.077e-15  1.160e-18  1.588e-19  8.497e-18  2.132e-18  3.029e-19  5.000e-07  1.500e+00  4.925e-02  1.000e-01  1.217e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.277e-21 -1.009e-15  2.805e-21  1.047e-15  1.010e-15 -5.742e-19  1.077e-15  2.963e-19  9.919e-22  5.118e-20  1.037e-20  1.748e-21  5.000e-07  1.500e+00  5.283e-02  1.000e-01  1.353e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.676e-22 -8.553e-16  8.167e-22  1.047e-15  8.554e-16 -1.864e-19  1.077e-15  7.058e-20  4.637e-24  2.265e-22  3.762e-23  7.471e-24  5.000e-07  1.500e+00  5.699e-02  1.000e-01  1.496e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.153e-20 -2.175e-15  6.105e-20  1.046e-15  2.195e-15 -2.079e-17  1.077e-15  1.822e-17  4.042e-15  2.190e-13  9.845e-14  9.022e-15  5.000e-07  1.550e+00  4.249e-02  1.000e-01  9.446e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.718e-20 -1.654e-15  3.181e-20  1.046e-15  1.662e-15 -8.679e-18  1.077e-15  6.232e-18  8.221e-17  4.521e-15  1.567e-15  1.738e-16  5.000e-07  1.550e+00  4.512e-02  1.000e-01  1.050e+00  1.000e+00  4.000e-01 
 1.000e+00 -8.115e-21 -1.387e-15  1.645e-20  1.046e-15  1.391e-15 -3.934e-18  1.077e-15  2.555e-18  3.003e-18  1.645e-16  4.751e-17  6.052e-18  5.000e-07  1.550e+00  4.729e-02  1.000e-01  1.139e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.148e-21 -1.218e-15  8.782e-21  1.046e-15  1.220e-15 -1.927e-18  1.077e-15  1.163e-18  1.612e-19  8.721e-18  2.187e-18  3.109e-19  5.000e-07  1.550e+00  4.925e-02  1.000e-01  1.217e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.281e-21 -1.009e-15  2.814e-21  1.046e-15  1.010e-15 -5.754e-19  1.077e-15  2.971e-19  1.010e-21  5.264e-20  1.066e-20  1.798e-21  5.000e-07  1.550e+00  5.283e-02  1.000e-01  1.352e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.691e-22 -8.553e-16  8.197e-22  1.046e-15  8.554e-16 -1.868e-19  1.077e-15  7.083e-20  4.738e-24  2.336e-22  3.878e-23  7.706e-24  5.000e-07  1.550e+00  5.699e-02  1.000e-01  1.495e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.165e-20 -2.175e-15  6.117e-20  1.046e-15  2.195e-15 -2.082e-17  1.077e-15  1.824e-17  4.084e-15  2.239e-13  1.006e-13  9.226e-15  5.000e-07  1.600e+00  4.249e-02  1.000e-01  9.443e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.723e-20 -1.654e-15  3.187e-20  1.046e-15  1.662e-15 -8.691e-18  1.077e-15  6.243e-18  8.320e-17  4.629e-15  1.604e-15  1.779e-16  5.000e-07  1.600e+00  4.512e-02  1.000e-01  1.049e+00  1.000e+00  4.000e-01 
 1.000e+00 -8.139e-21 -1.387e-15  1.649e-20  1.046e-15  1.391e-15 -3.941e-18  1.077e-15  2.560e-18  3.044e-18  1.686e-16  4.868e-17  6.203e-18  5.000e-07  1.600e+00  4.729e-02  1.000e-01  1.138e+00  1.000e+00  8.000e-01 
 1.000e+00 -4.161e-21 -1.218e-15  8.805e-21  1.046e-15  1.220e-15 -1.931e-18  1.077e-15  1.165e-18  1.636e-19  8.949e-18  2.243e-18  3.190e-19  5.000e-07  1.600e+00  4.925e-02  1.000e-01  1.217e+00  1.000e+00  1.200e+00 
 1.000e+00 -1.286e-21 -1.009e-15  2.823e-21  1.046e-15  1.010e-15 -5.766e-19  1.077e-15  2.980e-19  1.028e-21  5.414e-20  1.096e-20  1.849e-21  5.000e-07  1.600e+00  5.283e-02  1.000e-01  1.352e+00  1.000e+00  2.000e+00 
 1.000e+00 -3.706e-22 -8.553e-16  8.228e-22  1.046e-15  8.554e-16 -1.871e-19  1.077e-15  7.107e-20  4.840e-24  2.409e-22  3.997e-23  7.945e-24  5.000e-07  1.600e+00  5.699e-02  1.000e-01  1.495e+00  1.000e+00  3.000e+00 
 1.000e+00 -4.175e-20 -2.175e-15  6.129e-20  1.046e-15  2.195e-15 -2.084e-17  1.077e-15  1.827e-17  4.126e-15  2.289e-13  1.028e-13  9.431e-15  5.000e-07  1.650e+00  4.249e-02  1.000e-01  9.441e-01  1.000e+00  0.000e+00 
 1.000e+00 -1.727e-20 -1.654e-15  3.194e-20  1.046e-15  1.662e-15 -8.704e-18  1.077e-15  6.254e-18  8.421e-17  4.738e-15  1.641e-15  1.821e-16  5.000e-07  1.650e+00  4.512e-02  1.000e-01  1.049e+00  1.000e+00  4.000e-01 
