 v-sweep       d0            d1            d2            d3            d4            d5            d6            d7            d8            d9            in            load          v-sweep       vmeas#branch  vmeas1#branch vmeas2#branch vmeas4#branch vmeas5#branch vout          ndata        
 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3.876728e-04  0.000000e+00  4.675742e-07  1.166293e-06 -3.716990e-06 -2.784061e-05  2.715709e-09  4.148299e-04  0.000000e+00 
 0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  5.238961e-02  0.000000e+00  4.675666e-07  1.166277e-06  1.463902e-09  1.796741e-05  1.168733e-09  5.240130e-02  1.000000e+00 
 0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  9.846740e-02  0.000000e+00  4.675665e-07  1.166277e-06  1.459981e-09  1.798889e-05 -1.535043e-10  9.846586e-02  2.000000e+00 
 0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.392142e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.331558e-09  1.799874e-05 -1.167766e-10  1.392131e-01  3.000000e+00 
 0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.762030e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.331199e-09  1.800408e-05  1.425304e-10  1.762044e-01  4.000000e+00 
 0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2.105833e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.331692e-09  1.800827e-05  3.114551e-10  2.105864e-01  5.000000e+00 
 0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2.422513e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.331188e-09  1.801099e-05 -6.951341e-11  2.422506e-01  6.000000e+00 
 0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2.718330e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.429541e-09  1.800780e-05 -1.755484e-10  2.718313e-01  7.000000e+00 
 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2.997456e-01  0.000000e+00  4.675664e-07  1.166277e-06  1.332966e-09  1.800511e-05 -1.652199e-09  2.997291e-01  8.000000e+00 
 0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3.260938e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.330867e-09  1.802773e-05 -4.451704e-10  3.260893e-01  9.000000e+00 
 0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3.507730e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.332728e-09  1.804032e-05  7.124513e-11  3.507737e-01  1.000000e+01 
 0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3.744092e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.450662e-09  1.805883e-05 -1.983735e-10  3.744072e-01  1.100000e+01 
 0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3.970023e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.331325e-09  1.806921e-05  1.001524e-10  3.970033e-01  1.200000e+01 
 0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  4.185526e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.246094e-09  1.808324e-05 -8.928099e-12  4.185525e-01  1.300000e+01 
 0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  4.395816e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.432220e-09  1.811803e-05 -4.105865e-10  4.395775e-01  1.400000e+01 
 0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  4.594635e-01  0.000000e+00  4.675665e-07  1.166277e-06  1.386466e-09  1.813496e-05  3.566418e-10  4.594671e-01  1.500000e+01 
