 v-sweep       voutval       vloadval      ir1           ir2           ivdd          ivdda         ivddh         vd9           vd8           vd7           vd6           vd5           vd4           vd3           vd2           vd1           vd0          
 6.600000e+01  1.110378e+00  1.110378e+00  5.131501e-07  1.018756e-06  2.411308e-10  9.944980e-06  9.147994e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00 
 6.700000e+01  1.116680e+00  1.116680e+00  5.131501e-07  1.018756e-06  2.411339e-10  9.944079e-06  9.144228e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00 
 6.800000e+01  1.123340e+00  1.123340e+00  5.131501e-07  1.018756e-06  2.411340e-10  9.944095e-06  9.146218e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00 
 6.900000e+01  1.130886e+00  1.130886e+00  5.131501e-07  1.018756e-06  2.411337e-10  9.942629e-06  9.142807e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00 
 7.000000e+01  1.138941e+00  1.138941e+00  5.131501e-07  1.018756e-06  2.411340e-10  9.941297e-06  9.141812e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00 
 7.100000e+01  1.147616e+00  1.147616e+00  5.131501e-07  1.018756e-06  2.411341e-10  9.939296e-06  9.139610e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00 
 7.200000e+01  1.155081e+00  1.155081e+00  5.131501e-07  1.018756e-06  2.411331e-10  9.941515e-06  9.127432e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 7.300000e+01  1.164032e+00  1.164032e+00  5.131501e-07  1.018756e-06  2.411341e-10  9.939395e-06  9.121464e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00 
 7.400000e+01  1.172595e+00  1.172595e+00  5.131501e-07  1.018756e-06  2.411335e-10  9.937967e-06  9.121268e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00 
 7.500000e+01  1.180803e+00  1.180803e+00  5.131501e-07  1.018756e-06  2.411353e-10  9.936347e-06  9.115655e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00 
 7.600000e+01  1.188088e+00  1.188088e+00  5.131501e-07  1.018756e-06  2.411335e-10  9.936416e-06  9.109526e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00 
 7.700000e+01  1.195063e+00  1.195063e+00  5.131501e-07  1.018756e-06  2.411336e-10  9.935416e-06  9.102545e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00 
 7.800000e+01  1.201346e+00  1.201346e+00  5.131501e-07  1.018756e-06  2.411351e-10  9.935073e-06  9.092758e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00 
 7.900000e+01  1.207102e+00  1.207102e+00  5.131501e-07  1.018756e-06  2.411357e-10  9.934728e-06  9.084107e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  1.800000e+00 
 8.000000e+01  1.212333e+00  1.212333e+00  5.131501e-07  1.018756e-06  2.418548e-10  9.934671e-06  8.745036e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 8.100000e+01  1.217248e+00  1.217248e+00  5.131501e-07  1.018756e-06  2.418534e-10  9.934220e-06  8.740702e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00 
 8.200000e+01  1.222541e+00  1.222541e+00  5.131501e-07  1.018756e-06  2.418540e-10  9.933799e-06  8.740347e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00 
 8.300000e+01  1.228345e+00  1.228345e+00  5.131501e-07  1.018756e-06  2.418553e-10  9.932897e-06  8.735764e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00 
 8.400000e+01  1.234341e+00  1.234341e+00  5.131501e-07  1.018756e-06  2.418517e-10  9.932939e-06  8.736794e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00 
 8.500000e+01  1.241073e+00  1.241073e+00  5.131501e-07  1.018756e-06  2.418553e-10  9.931628e-06  8.731536e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00 
 8.600000e+01  1.248122e+00  1.248122e+00  5.131501e-07  1.018756e-06  2.418553e-10  9.930530e-06  8.731181e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00 
 8.700000e+01  1.255623e+00  1.255623e+00  5.131501e-07  1.018756e-06  2.418521e-10  9.928873e-06  8.727450e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00 
 8.800000e+01  1.261916e+00  1.261916e+00  5.131501e-07  1.018756e-06  2.418540e-10  9.931101e-06  8.711405e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 8.900000e+01  1.269592e+00  1.269592e+00  5.131501e-07  1.018756e-06  2.418546e-10  9.929371e-06  8.708705e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00 
 9.000000e+01  1.276977e+00  1.276977e+00  5.131501e-07  1.018756e-06  2.418553e-10  9.928238e-06  8.707817e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00 
 9.100000e+01  1.284170e+00  1.284170e+00  5.131501e-07  1.018756e-06  2.418521e-10  9.926839e-06  8.705153e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00 
 9.200000e+01  1.290617e+00  1.290617e+00  5.131501e-07  1.018756e-06  2.418555e-10  9.927004e-06  8.681563e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00 
 9.300000e+01  1.296939e+00  1.296939e+00  5.131501e-07  1.018756e-06  2.418524e-10  9.926038e-06  8.676305e-10  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00 
