 v-sweep         b0              b1              b2              b3              b4              b5              bb0             bb1             bb2             bb3             bb4             bb5             v-sweep         vout           
 6.85546875e-02 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  6.85546875e-02  5.18865054e+00 
 7.03125000e-02  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  7.03125000e-02  5.18865055e+00 
 7.20703125e-02 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  7.20703125e-02  5.18865054e+00 
 7.38281250e-02  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  7.38281250e-02  5.18865054e+00 
 7.55859375e-02 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  7.55859375e-02  5.18865055e+00 
 7.73437500e-02  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  7.73437500e-02  5.18865055e+00 
 7.91015625e-02 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  7.91015625e-02  5.18865055e+00 
 8.08593750e-02  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  8.08593750e-02  5.18865056e+00 
 8.26171875e-02 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  8.26171875e-02  5.18865056e+00 
 8.43750000e-02  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  8.43750000e-02  5.18865056e+00 
 8.61328125e-02 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  8.61328125e-02  5.49998219e+00 
 8.78906250e-02  1.80000000e+00 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  8.78906250e-02  5.49998004e+00 
 8.96484375e-02 -0.00000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  8.96484375e-02  5.49997978e+00 
 9.14062500e-02  1.80000000e+00  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  9.14062500e-02  5.49997748e+00 
 9.31640625e-02 -0.00000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  9.31640625e-02  5.49998008e+00 
 9.49218750e-02  1.80000000e+00 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  9.49218750e-02  5.49997778e+00 
 9.66796875e-02 -0.00000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  9.66796875e-02  5.49997747e+00 
 9.84375000e-02  1.80000000e+00  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  9.84375000e-02  5.49997501e+00 
 1.00195312e-01 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.00195312e-01  5.49998059e+00 
 1.01953125e-01  1.80000000e+00 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.01953125e-01  5.49997829e+00 
 1.03710937e-01 -0.00000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.03710937e-01  5.49997798e+00 
 1.05468750e-01  1.80000000e+00  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.05468750e-01  5.49997552e+00 
 1.07226562e-01 -0.00000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.07226562e-01  5.49997825e+00 
 1.08984375e-01  1.80000000e+00 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.08984375e-01  5.49997580e+00 
 1.10742187e-01 -0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.10742187e-01  5.49997543e+00 
 1.12500000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.12500000e-01  5.49997282e+00 
