 v-sweep       voutval       vloadval      ir1           ir2           ivdd          ivdda         ivddh         ndata         vd9           vd8           vd7           vd6           vd5           vd4           vd3           vd2           vd1           vd0          
 0.000000e+00  3.155974e-04  3.155974e-04  5.131501e-07  1.018756e-06  2.065428e-10  9.096417e-06  9.464759e-10  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 0.000000e+00  5.139369e-02  5.139369e-02  5.131501e-07  1.018756e-06  2.065424e-10  9.195868e-06  9.453320e-10  1.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00 
 0.000000e+00  9.731721e-02  9.731721e-02  5.131501e-07  1.018756e-06  2.065406e-10  9.220507e-06  9.442235e-10  2.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00 
 0.000000e+00  1.385457e-01  1.385457e-01  5.131501e-07  1.018756e-06  2.065419e-10  9.227930e-06  9.438931e-10  3.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00 
 0.000000e+00  1.764941e-01  1.764941e-01  5.131501e-07  1.018756e-06  2.065417e-10  9.231230e-06  9.420315e-10  4.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00 
 0.000000e+00  2.120963e-01  2.120963e-01  5.131501e-07  1.018756e-06  2.065411e-10  9.233148e-06  9.409479e-10  5.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00 
 0.000000e+00  2.454008e-01  2.454008e-01  5.131501e-07  1.018756e-06  2.065420e-10  9.234465e-06  9.406175e-10  6.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00 
 0.000000e+00  2.749800e-01  2.749800e-01  5.131501e-07  1.018756e-06  2.065391e-10  9.235474e-06  9.400242e-10  7.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00 
 0.000000e+00  3.031976e-01  3.031976e-01  5.131501e-07  1.018756e-06  2.065411e-10  9.236422e-06  9.373835e-10  8.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 0.000000e+00  3.300091e-01  3.300091e-01  5.131501e-07  1.018756e-06  2.065409e-10  9.237417e-06  9.369785e-10  9.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00 
 0.000000e+00  3.554169e-01  3.554169e-01  5.131501e-07  1.018756e-06  2.065403e-10  9.238569e-06  9.366908e-10  1.000000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00 
 0.000000e+00  3.798881e-01  3.798881e-01  5.131501e-07  1.018756e-06  2.065408e-10  9.240012e-06  9.363852e-10  1.100000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00 
 0.000000e+00  4.034226e-01  4.034226e-01  5.131501e-07  1.018756e-06  2.065412e-10  9.241883e-06  9.356001e-10  1.200000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00 
 0.000000e+00  4.260205e-01  4.260205e-01  5.131501e-07  1.018756e-06  2.065405e-10  9.244351e-06  9.341044e-10  1.300000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00 
 0.000000e+00  4.481486e-01  4.481486e-01  5.131501e-07  1.018756e-06  2.065373e-10  9.247686e-06  9.322818e-10  1.400000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00 
 0.000000e+00  4.693429e-01  4.693429e-01  5.131501e-07  1.018756e-06  2.065394e-10  9.252072e-06  9.317241e-10  1.500000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  1.800000e+00 
 0.000000e+00  4.900655e-01  4.900655e-01  5.131501e-07  1.018756e-06  2.072600e-10  9.257897e-06  8.976414e-10  1.600000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 0.000000e+00  5.098533e-01  5.098533e-01  5.131501e-07  1.018756e-06  2.072597e-10  9.265343e-06  8.975561e-10  1.700000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00 
 0.000000e+00  5.296411e-01  5.296411e-01  5.131501e-07  1.018756e-06  2.072592e-10  9.275165e-06  8.974318e-10  1.800000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00 
 0.000000e+00  5.484923e-01  5.484923e-01  5.131501e-07  1.018756e-06  2.072593e-10  9.287288e-06  8.973003e-10  1.900000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00 
 0.000000e+00  5.673436e-01  5.673436e-01  5.131501e-07  1.018756e-06  2.072586e-10  9.302702e-06  8.971369e-10  2.000000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00 
 0.000000e+00  5.852583e-01  5.852583e-01  5.131501e-07  1.018756e-06  2.072591e-10  9.320953e-06  8.964441e-10  2.100000e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00 
