 v-sweep       d0            d1            d2            d3            d4            d5            d6            d7            d8            d9            in            ir1           ir2           ivdd          ivdda         ivddh         load          v-sweep       vd0           vd1           vd2           vd3           vd4           vd5           vd6           vd7           vd8           vd9           vloadval      vmeas#branch  vmeas1#branch vmeas2#branch vmeas3#branch vmeas4#branch vmeas5#branch vout          voutval       x1.p_in[0]    x1.p_in[1]    x1.p_in[2]    x1.p_in[3]    x1.p_in[4]    x1.v[0]       x1.v[1]       x1.v[62]      x1.v[63]      x1.v[64]      x1.v[65]      x1.v[111]     x1.v[112]     x1.v[113]     x1.v[114]     x1.v[126]     x1.v[127]     x1.v[128]     x1.v[129]     x1.v[190]     x1.v[191]     x1.vh2        x1.vh3        x1.vl2        x1.vl3        x1.vs1        x1.vs4       
 4.833984e-01  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  4.833984e-01  5.131501e-07  1.018756e-06  2.321177e-10  9.872705e-06  8.462094e-10  2.106519e+00  4.833984e-01  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.106519e+00  5.131501e-07  1.018756e-06  2.321177e-10  9.872705e-06  8.462094e-10 -3.093258e-19  2.106519e+00  2.106519e+00  2.095953e+00  2.155040e+00  2.155040e+00  2.095953e+00  2.095953e+00  0.000000e+00  5.263877e-02  1.027566e+00  1.036161e+00  1.044219e+00  1.167225e+00  3.948109e+00  4.016330e+00  4.051247e+00  4.087238e+00  4.605071e+00  4.660399e+00  4.718950e+00  4.726471e+00  5.471530e+00  5.500000e+00  2.155040e+00  4.454129e+00  2.095953e+00  4.408469e+00  5.328459e-01  4.875275e+00 
 4.851563e-01  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  4.851563e-01  5.131501e-07  1.018756e-06  2.321164e-10  9.873094e-06  8.464617e-10  2.110047e+00  4.851563e-01  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.110047e+00  5.131501e-07  1.018756e-06  2.321164e-10  9.873094e-06  8.464617e-10  2.049661e-18  2.110047e+00  2.110047e+00  2.095953e+00  2.095953e+00  2.095953e+00  2.155040e+00  2.095953e+00  0.000000e+00  5.263876e-02  1.027566e+00  1.036161e+00  1.044219e+00  1.167225e+00  3.948109e+00  4.016330e+00  4.051247e+00  4.087238e+00  4.605071e+00  4.660398e+00  4.718950e+00  4.726471e+00  5.471530e+00  5.500000e+00  2.155040e+00  4.454128e+00  2.095953e+00  4.408469e+00  5.500347e-01  4.884406e+00 
 4.869141e-01  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  4.869141e-01  5.131501e-07  1.018756e-06  2.321177e-10  9.872580e-06  8.463444e-10  2.113942e+00  4.869141e-01  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.113942e+00  5.131501e-07  1.018756e-06  2.321177e-10  9.872580e-06  8.463444e-10  2.247827e-18  2.113942e+00  2.113942e+00  2.095953e+00  2.155040e+00  2.095953e+00  2.155040e+00  2.095953e+00  0.000000e+00  5.263876e-02  1.027566e+00  1.036161e+00  1.044219e+00  1.167225e+00  3.948109e+00  4.016330e+00  4.051247e+00  4.087238e+00  4.605071e+00  4.660398e+00  4.718950e+00  4.726471e+00  5.471530e+00  5.500000e+00  2.155040e+00  4.454129e+00  2.095953e+00  4.408469e+00  5.661495e-01  4.893538e+00 
 4.886719e-01  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  4.886719e-01  5.131501e-07  1.018756e-06  2.321177e-10  9.872327e-06  8.463196e-10  2.117823e+00  4.886719e-01  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.117823e+00  5.131501e-07  1.018756e-06  2.321177e-10  9.872327e-06  8.463196e-10 -5.977062e-18  2.117823e+00  2.117823e+00  2.095953e+00  2.095953e+00  2.155040e+00  2.155040e+00  2.095953e+00  0.000000e+00  5.263876e-02  1.027566e+00  1.036161e+00  1.044219e+00  1.167225e+00  3.948109e+00  4.016330e+00  4.051247e+00  4.087238e+00  4.605071e+00  4.660398e+00  4.718950e+00  4.726471e+00  5.471530e+00  5.500000e+00  2.155040e+00  4.454129e+00  2.095953e+00  4.408469e+00  5.822642e-01  4.902669e+00 
 4.904297e-01  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  4.904297e-01  5.131501e-07  1.018756e-06  2.321159e-10  9.871773e-06  8.460638e-10  2.121853e+00  4.904297e-01  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.121853e+00  5.131501e-07  1.018756e-06  2.321159e-10  9.871773e-06  8.460638e-10 -2.349325e-18  2.121853e+00  2.121853e+00  2.095953e+00  2.155040e+00  2.155040e+00  2.155040e+00  2.095953e+00  0.000000e+00  5.263876e-02  1.027566e+00  1.036161e+00  1.044219e+00  1.167225e+00  3.948109e+00  4.016330e+00  4.051247e+00  4.087238e+00  4.605071e+00  4.660398e+00  4.718950e+00  4.726471e+00  5.471530e+00  5.500000e+00  2.155040e+00  4.454129e+00  2.095953e+00  4.408468e+00  5.978414e-01  4.912338e+00 
 4.921875e-01  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  4.921875e-01  5.131501e-07  1.018756e-06  2.321164e-10  9.873571e-06  8.414026e-10  2.124976e+00  4.921875e-01  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.124976e+00  5.131501e-07  1.018756e-06  2.321164e-10  9.873571e-06  8.414026e-10 -1.428442e-19  2.124976e+00  2.124976e+00  2.095952e+00  2.095952e+00  2.095952e+00  2.095952e+00  2.155040e+00  0.000000e+00  5.263873e-02  1.027565e+00  1.036161e+00  1.044218e+00  1.167224e+00  3.948108e+00  4.016329e+00  4.051246e+00  4.087237e+00  4.605070e+00  4.660398e+00  4.718949e+00  4.726471e+00  5.471530e+00  5.500000e+00  2.155040e+00  4.502473e+00  2.095952e+00  4.454128e+00  6.134181e-01  4.922006e+00 
 4.939453e-01  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  4.939453e-01  5.131501e-07  1.018756e-06  2.321192e-10  9.872994e-06  8.407702e-10  2.129032e+00  4.939453e-01  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.129032e+00  5.131501e-07  1.018756e-06  2.321192e-10  9.872994e-06  8.407702e-10  7.549711e-19  2.129032e+00  2.129032e+00  2.095952e+00  2.155039e+00  2.095952e+00  2.095952e+00  2.155039e+00  0.000000e+00  5.263873e-02  1.027565e+00  1.036160e+00  1.044218e+00  1.167224e+00  3.948108e+00  4.016329e+00  4.051246e+00  4.087237e+00  4.605070e+00  4.660398e+00  4.718949e+00  4.726471e+00  5.471530e+00  5.500000e+00  2.155039e+00  4.502473e+00  2.095952e+00  4.454128e+00  6.279210e-01  4.931675e+00 
 4.957031e-01  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  4.957031e-01  5.131501e-07  1.018756e-06  2.321177e-10  9.872740e-06  8.400419e-10  2.132967e+00  4.957031e-01  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.132967e+00  5.131501e-07  1.018756e-06  2.321177e-10  9.872740e-06  8.400419e-10 -1.842151e-18  2.132967e+00  2.132967e+00  2.095952e+00  2.095952e+00  2.155039e+00  2.095952e+00  2.155039e+00  0.000000e+00  5.263873e-02  1.027565e+00  1.036160e+00  1.044218e+00  1.167224e+00  3.948108e+00  4.016329e+00  4.051246e+00  4.087237e+00  4.605070e+00  4.660398e+00  4.718949e+00  4.726470e+00  5.471530e+00  5.500000e+00  2.155039e+00  4.502473e+00  2.095952e+00  4.454128e+00  6.424239e-01  4.941344e+00 
 4.974609e-01  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  4.974609e-01  5.131501e-07  1.018756e-06  2.321172e-10  9.872200e-06  8.394664e-10  2.136947e+00  4.974609e-01  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.136947e+00  5.131501e-07  1.018756e-06  2.321172e-10  9.872200e-06  8.394664e-10 -3.878564e-18  2.136947e+00  2.136947e+00  2.095952e+00  2.155039e+00  2.155039e+00  2.095952e+00  2.155039e+00  0.000000e+00  5.263873e-02  1.027565e+00  1.036160e+00  1.044218e+00  1.167224e+00  3.948108e+00  4.016329e+00  4.051246e+00  4.087237e+00  4.605070e+00  4.660398e+00  4.718949e+00  4.726470e+00  5.471530e+00  5.500000e+00  2.155039e+00  4.502473e+00  2.095952e+00  4.454128e+00  6.563893e-01  4.951013e+00 
 4.992188e-01  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  4.992188e-01  5.131501e-07  1.018756e-06  2.321177e-10  9.872637e-06  8.393065e-10  2.140563e+00  4.992188e-01  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.140563e+00  5.131501e-07  1.018756e-06  2.321177e-10  9.872637e-06  8.393065e-10 -3.154457e-18  2.140563e+00  2.140563e+00  2.095952e+00  2.095952e+00  2.095952e+00  2.155039e+00  2.155039e+00  0.000000e+00  5.263872e-02  1.027565e+00  1.036160e+00  1.044218e+00  1.167224e+00  3.948108e+00  4.016329e+00  4.051246e+00  4.087237e+00  4.605070e+00  4.660398e+00  4.718949e+00  4.726470e+00  5.471530e+00  5.500000e+00  2.155039e+00  4.502473e+00  2.095952e+00  4.454128e+00  6.703545e-01  4.961219e+00 
 5.009766e-01  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.009766e-01  5.131501e-07  1.018756e-06  2.321169e-10  9.872145e-06  8.389086e-10  2.144377e+00  5.009766e-01  1.800000e+00  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.144377e+00  5.131501e-07  1.018756e-06  2.321169e-10  9.872145e-06  8.389086e-10  5.720715e-18  2.144377e+00  2.144377e+00  2.095952e+00  2.155039e+00  2.095952e+00  2.155039e+00  2.155039e+00  0.000000e+00  5.263872e-02  1.027565e+00  1.036160e+00  1.044218e+00  1.167224e+00  3.948108e+00  4.016329e+00  4.051246e+00  4.087237e+00  4.605070e+00  4.660398e+00  4.718949e+00  4.726470e+00  5.471530e+00  5.500000e+00  2.155039e+00  4.502473e+00  2.095952e+00  4.454128e+00  6.837832e-01  4.971425e+00 
 5.027344e-01  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.027344e-01  5.131501e-07  1.018756e-06  2.321190e-10  9.871972e-06  8.387416e-10  2.147996e+00  5.027344e-01  0.000000e+00  1.800000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.147996e+00  5.131501e-07  1.018756e-06  2.321190e-10  9.871972e-06  8.387416e-10  1.659655e-19  2.147996e+00  2.147996e+00  2.095952e+00  2.095952e+00  2.155039e+00  2.155039e+00  2.155039e+00  0.000000e+00  5.263872e-02  1.027565e+00  1.036160e+00  1.044218e+00  1.167224e+00  3.948108e+00  4.016329e+00  4.051246e+00  4.087237e+00  4.605070e+00  4.660398e+00  4.718949e+00  4.726470e+00  5.471530e+00  5.500000e+00  2.155039e+00  4.502473e+00  2.095952e+00  4.454128e+00  6.972120e-01  4.981632e+00 
 5.044922e-01  1.800000e+00  1.800000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.044922e-01  5.131501e-07  1.018756e-06  2.321182e-10  9.871591e-06  8.382833e-10  2.151566e+00  5.044922e-01  1.800000e+00  1.800000e+00  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.151566e+00  5.131501e-07  1.018756e-06  2.321182e-10  9.871591e-06  8.382833e-10 -4.308618e-18  2.151566e+00  2.151566e+00  2.095952e+00  2.155039e+00  2.155039e+00  2.155039e+00  2.155039e+00  0.000000e+00  5.263871e-02  1.027565e+00  1.036160e+00  1.044218e+00  1.167224e+00  3.948108e+00  4.016329e+00  4.051246e+00  4.087237e+00  4.605070e+00  4.660398e+00  4.718949e+00  4.726470e+00  5.471530e+00  5.500000e+00  2.155039e+00  4.502473e+00  2.095952e+00  4.454127e+00  7.101042e-01  4.992375e+00 
 5.062500e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.062500e-01  5.131501e-07  1.018756e-06  2.321165e-10  9.871283e-06  8.061950e-10  2.154994e+00  5.062500e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.154994e+00  5.131501e-07  1.018756e-06  2.321165e-10  9.871283e-06  8.061950e-10 -4.252211e-18  2.154994e+00  2.154994e+00  2.155035e+00  2.155035e+00  2.155035e+00  2.155035e+00  2.155035e+00  0.000000e+00  5.263857e-02  1.027561e+00  1.036156e+00  1.044214e+00  1.167220e+00  3.948104e+00  4.016325e+00  4.051242e+00  4.087233e+00  4.605067e+00  4.660395e+00  4.718946e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212511e+00  4.552426e+00  2.155035e+00  4.502469e+00  7.229935e-01  5.002579e+00 
 5.080078e-01  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.080078e-01  5.131501e-07  1.018756e-06  2.321160e-10  9.870950e-06  8.059712e-10  2.158345e+00  5.080078e-01  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.158345e+00  5.131501e-07  1.018756e-06  2.321160e-10  9.870950e-06  8.059712e-10 -7.800644e-20  2.158345e+00  2.158345e+00  2.155035e+00  2.212511e+00  2.155035e+00  2.155035e+00  2.155035e+00  0.000000e+00  5.263857e-02  1.027561e+00  1.036156e+00  1.044214e+00  1.167220e+00  3.948104e+00  4.016325e+00  4.051242e+00  4.087233e+00  4.605067e+00  4.660395e+00  4.718946e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212511e+00  4.552426e+00  2.155035e+00  4.502469e+00  7.353479e-01  5.013322e+00 
 5.097656e-01  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.097656e-01  5.131501e-07  1.018756e-06  2.321160e-10  9.870797e-06  8.059889e-10  2.161752e+00  5.097656e-01  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.161752e+00  5.131501e-07  1.018756e-06  2.321160e-10  9.870797e-06  8.059889e-10  1.174319e-18  2.161752e+00  2.161752e+00  2.155035e+00  2.155035e+00  2.212511e+00  2.155035e+00  2.155035e+00  0.000000e+00  5.263857e-02  1.027561e+00  1.036156e+00  1.044214e+00  1.167220e+00  3.948104e+00  4.016325e+00  4.051242e+00  4.087233e+00  4.605067e+00  4.660395e+00  4.718946e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212511e+00  4.552426e+00  2.155035e+00  4.502469e+00  7.477023e-01  5.024603e+00 
 5.115234e-01  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.115234e-01  5.131501e-07  1.018756e-06  2.321190e-10  9.870368e-06  8.058273e-10  2.165349e+00  5.115234e-01  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.165349e+00  5.131501e-07  1.018756e-06  2.321190e-10  9.870368e-06  8.058273e-10 -4.319405e-18  2.165349e+00  2.165349e+00  2.155035e+00  2.212511e+00  2.212511e+00  2.155035e+00  2.155035e+00  0.000000e+00  5.263857e-02  1.027561e+00  1.036156e+00  1.044214e+00  1.167220e+00  3.948104e+00  4.016325e+00  4.051242e+00  4.087233e+00  4.605067e+00  4.660395e+00  4.718946e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212511e+00  4.552426e+00  2.155035e+00  4.502469e+00  7.600568e-01  5.035346e+00 
 5.132813e-01  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.132813e-01  5.131501e-07  1.018756e-06  2.321180e-10  9.870761e-06  8.051168e-10  2.168779e+00  5.132813e-01  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.168779e+00  5.131501e-07  1.018756e-06  2.321180e-10  9.870761e-06  8.051168e-10 -5.598477e-18  2.168779e+00  2.168779e+00  2.155035e+00  2.155035e+00  2.155035e+00  2.212511e+00  2.155035e+00  0.000000e+00  5.263856e-02  1.027561e+00  1.036156e+00  1.044214e+00  1.167219e+00  3.948104e+00  4.016325e+00  4.051242e+00  4.087233e+00  4.605067e+00  4.660394e+00  4.718946e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212511e+00  4.552426e+00  2.155035e+00  4.502469e+00  7.718746e-01  5.047165e+00 
 5.150391e-01  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.150391e-01  5.131501e-07  1.018756e-06  2.321190e-10  9.870273e-06  8.049267e-10  2.172566e+00  5.150391e-01  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.172566e+00  5.131501e-07  1.018756e-06  2.321190e-10  9.870273e-06  8.049267e-10 -5.849821e-21  2.172566e+00  2.172566e+00  2.155035e+00  2.212511e+00  2.155035e+00  2.212511e+00  2.155035e+00  0.000000e+00  5.263856e-02  1.027561e+00  1.036156e+00  1.044214e+00  1.167219e+00  3.948104e+00  4.016325e+00  4.051242e+00  4.087233e+00  4.605067e+00  4.660394e+00  4.718946e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212511e+00  4.552426e+00  2.155035e+00  4.502469e+00  7.831549e-01  5.058445e+00 
 5.167969e-01  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.167969e-01  5.131501e-07  1.018756e-06  2.321190e-10  9.870045e-06  8.047490e-10  2.176333e+00  5.167969e-01  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.176333e+00  5.131501e-07  1.018756e-06  2.321190e-10  9.870045e-06  8.047490e-10 -1.622227e-18  2.176333e+00  2.176333e+00  2.155035e+00  2.155034e+00  2.212511e+00  2.212511e+00  2.155034e+00  0.000000e+00  5.263856e-02  1.027561e+00  1.036156e+00  1.044214e+00  1.167219e+00  3.948104e+00  4.016325e+00  4.051242e+00  4.087233e+00  4.605067e+00  4.660394e+00  4.718946e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212511e+00  4.552426e+00  2.155035e+00  4.502469e+00  7.949728e-01  5.070264e+00 
 5.185547e-01  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.185547e-01  5.131501e-07  1.018756e-06  2.321185e-10  9.869521e-06  8.043778e-10  2.180242e+00  5.185547e-01  1.800000e+00  1.800000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.180242e+00  5.131501e-07  1.018756e-06  2.321185e-10  9.869521e-06  8.043778e-10  2.900678e-18  2.180242e+00  2.180242e+00  2.155034e+00  2.212511e+00  2.212511e+00  2.212511e+00  2.155034e+00  0.000000e+00  5.263856e-02  1.027560e+00  1.036156e+00  1.044214e+00  1.167219e+00  3.948104e+00  4.016325e+00  4.051241e+00  4.087233e+00  4.605067e+00  4.660394e+00  4.718946e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212511e+00  4.552426e+00  2.155034e+00  4.502469e+00  8.062530e-01  5.082082e+00 
 5.203125e-01  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.203125e-01  5.131501e-07  1.018756e-06  2.321160e-10  9.871276e-06  7.992388e-10  2.183266e+00  5.203125e-01  0.000000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.183266e+00  5.131501e-07  1.018756e-06  2.321160e-10  9.871276e-06  7.992388e-10  3.397926e-18  2.183266e+00  2.183266e+00  2.155034e+00  2.155034e+00  2.155034e+00  2.155034e+00  2.212510e+00  0.000000e+00  5.263854e-02  1.027560e+00  1.036155e+00  1.044213e+00  1.167219e+00  3.948103e+00  4.016324e+00  4.051241e+00  4.087232e+00  4.605066e+00  4.660394e+00  4.718945e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212510e+00  4.605067e+00  2.155034e+00  4.552425e+00  8.169953e-01  5.094437e+00 
 5.220703e-01  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.220703e-01  5.131501e-07  1.018756e-06  2.321190e-10  9.870733e-06  7.988658e-10  2.187198e+00  5.220703e-01  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.187198e+00  5.131501e-07  1.018756e-06  2.321190e-10  9.870733e-06  7.988658e-10  4.645274e-18  2.187198e+00  2.187198e+00  2.155034e+00  2.212510e+00  2.155034e+00  2.155034e+00  2.212510e+00  0.000000e+00  5.263854e-02  1.027560e+00  1.036155e+00  1.044213e+00  1.167219e+00  3.948103e+00  4.016324e+00  4.051241e+00  4.087232e+00  4.605066e+00  4.660394e+00  4.718945e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212510e+00  4.605067e+00  2.155034e+00  4.552425e+00  8.282756e-01  5.106792e+00 
 5.238281e-01  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.238281e-01  5.131501e-07  1.018756e-06  2.321190e-10  9.870500e-06  7.986970e-10  2.191014e+00  5.238281e-01  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.191014e+00  5.131501e-07  1.018756e-06  2.321190e-10  9.870500e-06  7.986970e-10  5.293241e-18  2.191014e+00  2.191014e+00  2.155034e+00  2.155034e+00  2.212510e+00  2.155034e+00  2.212510e+00  0.000000e+00  5.263854e-02  1.027560e+00  1.036155e+00  1.044213e+00  1.167219e+00  3.948103e+00  4.016324e+00  4.051241e+00  4.087232e+00  4.605066e+00  4.660394e+00  4.718945e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212510e+00  4.605067e+00  2.155034e+00  4.552425e+00  8.390182e-01  5.119147e+00 
 5.255859e-01  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.255859e-01  5.131501e-07  1.018756e-06  2.321153e-10  9.869989e-06  7.980806e-10  2.194878e+00  5.255859e-01  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.194878e+00  5.131501e-07  1.018756e-06  2.321153e-10  9.869989e-06  7.980806e-10  3.346376e-18  2.194878e+00  2.194878e+00  2.155034e+00  2.212510e+00  2.212510e+00  2.155034e+00  2.212510e+00  0.000000e+00  5.263853e-02  1.027560e+00  1.036155e+00  1.044213e+00  1.167219e+00  3.948103e+00  4.016324e+00  4.051241e+00  4.087232e+00  4.605066e+00  4.660394e+00  4.718945e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212510e+00  4.605067e+00  2.155034e+00  4.552425e+00  8.492243e-01  5.132040e+00 
 5.273438e-01  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  5.273438e-01  5.131501e-07  1.018756e-06  2.321190e-10  9.870431e-06  7.980167e-10  2.198390e+00  5.273438e-01  0.000000e+00  0.000000e+00  1.800000e+00  1.800000e+00  0.000000e+00  1.800000e+00  0.000000e+00  0.000000e+00  1.800000e+00  0.000000e+00  2.198390e+00  5.131501e-07  1.018756e-06  2.321190e-10  9.870431e-06  7.980167e-10 -3.056399e-18  2.198390e+00  2.198390e+00  2.155034e+00  2.155034e+00  2.155034e+00  2.212510e+00  2.212510e+00  0.000000e+00  5.263853e-02  1.027560e+00  1.036155e+00  1.044213e+00  1.167218e+00  3.948103e+00  4.016324e+00  4.051241e+00  4.087232e+00  4.605066e+00  4.660394e+00  4.718945e+00  4.726467e+00  5.471530e+00  5.500000e+00  2.212510e+00  4.605067e+00  2.155034e+00  4.552425e+00  8.599669e-01  5.145469e+00 
